business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Waiting Time,Atmosphere,Customer Service,Chicken/Sauce,Burger/Fries,Steak
-TSAXAz0CeNv73OAh9wu2A,Vagabond Brewery and Restaurant,Calgary,,51.0412573123,-114.05370281100001,american,2.0,1.75,0.14394780535905974,0.364889223578144,0.031139654201834795,0.029074132589066163,0.2566668142470709,0.17428237002482444
-W32WHlviv5JAmrYBXEF7A,Atlantic Trap & Gill Pub,Calgary,,50.9937557,-114.0714264,american,2.0,2.0,0.37010089609120334,0.20275313026256744,0.030320522489671337,0.1807915567266096,0.022501204172532187,0.19353269025741612
-ccmPDvaDFx5TbdKB1rgCA,Original Joe's,Calgary,,50.90352,-114.0585244,american,2.0,2.0,0.09639449383634996,0.3313693154976231,0.17311089555355094,0.1760597101642564,0.07483405407565051,0.1482315308725691
-dWbB9wKYsH-HESAANWajw,Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,Calgary,,51.0436825,-114.0650951,american,2.0,1.6666666666666667,0.23384637626190985,0.37284928901581976,0.12109806429294873,0.017465988925090572,0.049588690736378005,0.20515159076785305
-hBRP99YCr_8Xb8WG5YQmg,Moxie's Grill & Bar,Calgary,,51.0472918,-114.0808518,american,2.0,2.375,0.12998196219000516,0.12228336094128905,0.28386652952009644,0.2292925270907775,0.07987406218259141,0.15470155807524044
0X8MLdXMghaBkGFTMolZcw,Moxie's Grill & Bar,Calgary,,50.9057756,-114.0669213,american,2.0,1.0,0.24090634816626186,0.3600148387184575,0.07808300262514634,0.12614774585483812,0.0029371700966257697,0.19191089453867047
0ZVtPnEq69epPqao-RwWug,Montana's Restaurant,Calgary,,51.13058296649999,-114.009733313,american,2.0,1.25,0.008930639159204959,0.19937650451357491,0.1159255714495976,0.0660675888467557,0.13116333324167753,0.4785363627891892
0jVLEi0Y5hfwApkpD25r6A,Big T's Bbq and Smokehouse,Calgary,,50.9309509724,-114.026833308,american,2.0,2.0,0.2098217533414722,0.4443477264188993,0.11288342905108767,0.03905831782345324,0.025313869081771183,0.16857490428331634
1-mycIcKFGbvqLE60XrwnQ,Chili's,Calgary,,51.130466,-114.010191,american,2.0,2.1666666666666665,0.31722224660324044,0.3285274167623608,0.16311298355629836,0.04236551628029422,0.050940524189711366,0.0978313126080948
1D-5uvzEiTljiq69uSjWHg,Denny's,Calgary,,51.0968723675,-114.054535567,american,2.0,3.0,0.03849601780328283,0.1975748020811173,0.6098853354299545,0.03450018291105203,0.0,0.11954366177459334
1bRozVurn_mL11YGsitNMw,Swiss Chalet Rotisserie & Grill,Calgary,,51.1553574384,-114.060465701,american,2.0,1.25,0.11711240157581868,0.2598360469381811,0.2795694164206676,0.17282654166352954,0.1706555934018031,0.0
2LbDtx0AiftnlwrNk84S6A,Blackfoot Truck Stop Restaurant,Calgary,,51.0358856,-114.0200702,american,2.0,2.3,0.1441986205948819,0.4157908282817964,0.12849735905321574,0.09964649584594973,0.012044281893624052,0.19982241433053224
2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,american,1.0,1.0,0.23538291506509815,0.2524686975066909,0.5121483874282109,0.0,0.0,0.0
2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,chinese,1.0,1.0,0.23538291506509815,0.2524686975066909,0.5121483874282109,0.0,0.0,0.0
2tvdTwgARXgu-5UVRcsc4A,Denny's,Calgary,,51.067417051599996,-114.117192766,american,1.0,1.6,0.17178516916054626,0.22507602586918507,0.1032419748802736,0.2625519178012585,0.042743807436667364,0.1946011048520693
3TDeKSUV4bV_OYByJSRPUg,Van Gogh Grill & Bar,Calgary,,51.091841,-114.248704,american,2.0,1.0,0.09447733226907454,0.2012093348327033,0.2989979150133589,0.2078252825583134,0.0,0.19749013532654974
3_27-KlCTU3Z0vo7yNK0mw,Phil's Restaurant,Calgary,,51.0670615,-114.1142547,american,2.0,1.0,0.3133176636088857,0.20600471834562434,0.0,0.0,0.0,0.4806776180454899
4253zBrjbPy7VvD4X9NPnQ,Bull & Finch,Calgary,,50.9626970038,-114.087518934,american,2.0,1.5,0.08381230894712796,0.04916233629791342,0.06560358924166869,0.1390245394911206,0.5070877111321935,0.15530951488997585
4Bs-aIKHYp0yC0ily4j0JQ,KFC,Calgary,,51.1256643,-114.1975966,american,1.0,1.5,0.2227278032813572,0.2019817671139188,0.2840324635869245,0.19240925501399356,0.0007995252050768912,0.09804918579872912
4kNWvOJUQDHQTujWsLcUtA,Steels Cafe & Grill,Calgary,,51.077239945600006,-114.00293676700001,american,,2.0,0.42448268648054827,0.28767069067731144,0.0,0.2878466228421404,0.0,0.0
51OJLUlwKQg7GV30TdoJjg,Montana's BBQ & Bar,Calgary,,51.12855807800001,-114.202841513,american,2.0,1.25,0.16119729124672974,0.3651206926125698,0.11044891000428657,0.13925735426382954,0.10666800263108857,0.11730774924149576
57PuSod66TqlGmRzWVrjTQ,Tony Roma's,Calgary,,50.993184,-114.070923,american,2.0,1.1666666666666667,0.1978926307168752,0.21159188641336985,0.20094156318708886,0.06453266553670382,0.003884089268582164,0.32115716487738016
5HJ3700MJo3vAOP5y4W3kA,The Bank Restaurant,Calgary,,51.0452146,-114.0646064,american,2.0,2.0,0.14095247786473936,0.27235099071495594,0.16926614557879407,0.09319426688563263,0.22774915450179886,0.09648696445407914
5QqzW0GZKqRpJVW17BRzvw,Lot 102,Calgary,,51.0522167,-114.0854951,american,2.0,1.3333333333333333,0.13103199787253786,0.5078228121248252,0.21508266259539166,0.0096311035528673,0.004534375639902132,0.13189704821447595
6HMcRdUxH3xyo5dr45iWcg,State & Main,Calgary,,51.1730827,-114.1647564,american,2.0,1.0,0.14257023996343832,0.10923915780786313,0.10027548122562296,0.21084218736734608,0.32400026980457103,0.11307266383115855
6HtksyUb-0Otnhiy1wnNEw,D'vine Diner,Calgary,,50.9848325,-114.08314140000002,american,2.0,2.6666666666666665,0.003028375008099193,0.3676334230225269,0.0,0.19144714396995907,0.01371216799164152,0.42417889000777337
6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,american,2.0,1.3333333333333333,0.2099499257196935,0.2983759086819907,0.18571000095919293,0.051172296095873884,0.2278366654905749,0.026955203052674008
6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,italian,2.0,1.3333333333333333,0.2099499257196935,0.2983759086819907,0.18571000095919293,0.051172296095873884,0.2278366654905749,0.026955203052674008
6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,Calgary,,50.996098958599994,-114.073416327,american,2.0,2.0,0.17842093918026308,0.5398836845251693,0.21963716654280305,0.01318768860477853,0.0065139171616633035,0.04235660398532266
7VY00Tod8Joe0nx8HzRimQ,Toad N Turtle Pubhouse & Grill,Calgary,,50.8876594144,-113.825899804,american,2.0,2.0,0.3336236906657108,0.2633453777206998,0.029907252733560756,0.3436427444429134,0.00215792445489963,0.027323009982215683
85GyOtl20Dtl5Y_MyPM8kQ,National on 8th,Calgary,,51.04595542,-114.067377399,american,2.0,1.4,0.10859687913785047,0.1661112411158092,0.2578571558126485,0.2599924194299936,0.02725456009941117,0.18018774440428706
8Ivx0awBb_m1c_HKnwVZGg,Cilantro,Calgary,,51.03801513609999,-114.070579097,american,3.0,3.0,0.022094033589156747,0.39903485402535627,0.1990963473837612,0.12574602589649853,0.0,0.2540287391052272
8ZSkLOUC-TV2TlsYQm_qaw,Swiss Chalet Rotisserie & Grill,Calgary,,50.9736705,-114.0703344,american,2.0,1.7142857142857142,0.16516502085275045,0.1955449661540273,0.03637161747391411,0.20949376152311205,0.019903075554483302,0.3735215584417128
8dnH_PcGlzECcCGk_5yyww,Briggs Kitchen + Bar,Calgary,,51.04312345,-114.069672244,american,2.0,2.333333333333333,0.22108739938153815,0.20775681802908666,0.04786271675277128,0.2438911854245669,0.06906899573566892,0.2103328846763681
93yqHy-IpbF8B0r0C7_UMA,Bâton Rouge,Calgary,,50.9630585,-114.0079726,american,2.0,1.0,0.0,0.9285349264883732,0.07146507351162693,0.0,0.0,0.0
9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,american,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,italian,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
A5qHFRJOZZuEHi4yXTR2Kw,Original Joe's,Calgary,,51.022993,-114.1089916,american,2.0,2.0,0.23506314980683654,0.0,0.0,0.0,0.0,0.7649368501931635
ARdkHJ748cC_7_fwViQxng,The Hideout,Calgary,,50.906373457,-114.062076715,american,,1.0,0.0,0.0,0.6990430424284066,0.0,0.3009569575715933,0.0
Amx-KvDm_9nemssJM_X_Fg,Elements Bar & Bistro,Calgary,,51.0490702,-114.0593758,american,2.0,3.0,0.4113667221707298,0.140439717756762,0.3254773363275893,0.0,0.0003071195029884431,0.12240910424193042
Aof6UNm8ZMq_YvHt0Bt7pQ,Pips Board Game Cafe,Calgary,,51.023747,-114.107994,american,2.0,2.0,0.1344815896609131,0.2989489049063164,0.2354871230161392,0.11224548235207706,0.05607026990447217,0.1627666301600821
AwpyX4waSHSncD8ATTzy3A,Moxie's Grill & Bar,Calgary,,51.0845700846,-114.154080461,american,2.0,1.4545454545454546,0.1765335634447282,0.3585183776354697,0.14767632189726052,0.08094975878549952,0.04281066402971507,0.1935113142073268
AxYnJ0wYTl0wsT-840ehgQ,Original Joe's,Calgary,,50.9437190762,-114.06926330799999,american,2.0,2.25,0.20370421546337245,0.3714337714392824,0.05446918206474997,0.14695714491646564,0.0506619998806971,0.17277368623543266
B9Qt4Eyk3lpz2LEtGU205g,Cactus Club Cafe,Calgary,,51.0895171414,-114.00081330100001,american,2.0,2.888888888888889,0.3333399960931228,0.4409863028441165,0.1149292936826128,0.009217059975293434,0.010595676482116487,0.09093167092273796
BD0fn4LZ97TT485jUPFjww,KFC,Calgary,,51.0161585,-114.16742,american,1.0,2.0,0.0,0.3077293534742461,0.0,0.6857968731610551,0.0064737733646988895,0.0
BJ3AyMhTaORAu_e_J2KNEQ,River Café,Calgary,,51.0547701109,-114.07140970200001,american,3.0,2.1666666666666665,0.14583839345082658,0.3679635302291249,0.1211839466094552,0.10736075746812014,0.12751345643913728,0.13013991580333592
BPccBipnqKrf6I823FQMMw,JOEY Barlow,Calgary,,51.081144,-114.003423,american,2.0,2.6666666666666665,0.05300661154415539,0.8464953236291551,0.027441660701952076,0.03432539317973341,0.022561691462174332,0.01616931948282951
C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,Calgary,,50.981476435,-114.045262756,american,2.0,1.3333333333333333,0.08643793387249397,0.3276520483192672,0.2260769658200261,0.27388554445817903,0.02877733965174044,0.05717016787829321
CE7o2uWmnUyTibMCa_R0Rg,Jacqueline Suzanne's Bistro & Antiquities,Calgary,,51.041611,-114.035557,american,3.0,1.6,0.15103663882105592,0.4892112546492474,0.090496933203247,0.184988274134686,0.030107899949078375,0.054158999242685364
CEz-iyFJ8GvPt0DQtWjuKA,Earls Kitchen + Bar,Calgary,,51.0166808,-114.1673072,american,2.0,2.0,0.1774439352845027,0.2530459863969363,0.2321178777750429,0.1405142591614672,0.04586544042409051,0.1510125009579604
CH1uucOfkV0P-rqwzkG2Zg,Eleven Kitchen & Bar,Calgary,,51.1404495663,-114.02615942,american,,2.0,0.07984072369289573,0.8453365076729398,0.0,0.0,0.033259850259439984,0.041562918374724436
CMaKoG2E3H566TwxZn-QAg,Melrose Cafe & Bar,Calgary,,51.0379549034,-114.07856304,american,2.0,1.5,0.09026939376150106,0.4350324436233064,0.09781370328140936,0.060651721049532134,0.22411455746274173,0.09211818082150933
Clded60oZKiauQivIpwrsw,The Plow Western Tap & Grill,Calgary,,50.90683920000001,-114.0610193,american,2.0,1.6666666666666667,0.04655314017007025,0.1264795308078289,0.26536228090096525,0.2269818297305686,0.003136739031200336,0.33148647935936665
DrEske7G36S__6PwW8GHYg,Original Joe's,Calgary,,51.1101626864,-114.040925056,american,2.0,1.5,0.30386371731747136,0.1520772604767439,0.267777073579756,0.0342486970647379,0.08789397363125691,0.154139277930034
ETh03xxYk-yu3LgXY8H-lg,Moxie's Grill & Bar,Calgary,,51.0170664,-114.1672569,american,2.0,2.0,0.15446787173994508,0.3919369116114574,0.154529006875244,0.12932511384619888,0.021516870569805804,0.14822422535734872
EZ3vflgYwoBAJDrhc0TCbw,Hayden Block Smoke & Whiskey,Calgary,,51.0526549,-114.0882959,american,2.0,2.25,0.11449096924988912,0.4489845890989463,0.1319541867010444,0.0794810122882026,0.09243201221146738,0.13265723045045025
EnwLYvr22hc0bJOUeSz38A,Trolley 5,Calgary,,51.03783789999999,-114.07853190000002,american,2.0,2.3,0.09834222186440712,0.2829080163641673,0.10752118911249588,0.18079264736593104,0.15539876841704148,0.17503715687595714
FAxW2mH50Mh5pnBRaIFClA,Original Joe's,Calgary,,50.9627202928,-114.010136299,american,2.0,2.0,0.21499315124625107,0.08937099745598509,0.026006975684790403,0.2256381900535077,0.2408874238347764,0.2031032617246893
FJql8i65mbx7Zjvt-LtqtQ,Chili's Texas Grill,Calgary,,51.0873955,-114.0026063,american,2.0,1.2,0.1040465938952454,0.3585310164789107,0.3095349802206724,0.09757561913919158,0.057215142925438174,0.07309664734054178
Flb_GvJ8d4UR2JuHyHlFzA,Thomsons Restaurant,Calgary,,51.0457158,-114.06233629999998,american,2.0,2.25,0.24505426069367225,0.2228892359583536,0.10445157655471736,0.06217364807570563,0.05413727667704089,0.31129400204051033
G6PnUFDzF9vKJ2KHth0qUg,Captains,Calgary,,51.1117754633,-114.056238384,american,2.0,1.0,0.11455321238936746,0.3714178756982997,0.0,0.057986265576991776,0.017138583230151515,0.4389040631051897
Gl1Gat-8W9wh8eydkslHJg,Boardwalk Fresh Burgers and Fries,Calgary,,51.125373036499994,-114.197940179,american,2.0,2.5,0.031344950346515604,0.386549806218036,0.0,0.03988757667015067,0.4375176503326756,0.10470001643262206
H71yp3qKTyHADiiUJ3AEgQ,West Restaurant and Bar,Calgary,,51.0463715,-114.0672913,american,3.0,1.6,0.07019477441519861,0.6258958335673344,0.010174344141704835,0.05774764385935768,0.08891178897856758,0.14707561503783684
HOCuqi14chrfeKRqn-HuOw,Earls Kitchen + Bar,Calgary,,50.9580225,-114.0707647,american,2.0,1.8666666666666667,0.07867370828033488,0.311641814976129,0.11844811681887454,0.2417996282741591,0.05697126105312391,0.19246547059737867
HWs2Srry3sX-plRx5JNvDw,Farm,Calgary,,51.0379717,-114.08466509999998,american,3.0,3.5,0.036976680665319145,0.3678001322406341,0.17454976815379486,0.2575138687222431,0.033657134442262975,0.12950241577574592
IkNY7NNNtxybDUVaImQU4Q,The Cat'n Fiddle Pub,Calgary,,51.0671356517,-114.0736413,american,2.0,1.5,0.07113170477192275,0.3600467312328246,0.2661200708222405,0.021843801963294725,0.025748413953224254,0.2551092772564932
JFTN9JBOHqh_R5iwDb4jqQ,Run Pig Run,Calgary,,51.0376174,-114.0733081,american,,2.0,0.0,0.016998267996221592,0.0,0.0,0.0,0.9830017320037784
JG1J5JP7HIRWhjZKebOtYw,Swiss Chalet Rotisserie & Grill,Calgary,,51.0975103,-113.9568659,american,2.0,1.2,0.20208127896198405,0.4507896104066242,0.10954532775035734,0.082531028714695,0.04838007930413666,0.10667267486220276
J_LJdgBvq5_KtnjveOeN-Q,Swiss Chalet Rotisserie & Grill,Calgary,,51.019123,-114.169895,american,2.0,1.2,0.22288618143855315,0.2932256220644198,0.2410494405677213,0.036037474277728535,0.0007911032996186738,0.20601017835195848
JkcuMDl1JJpJzlJd1R3SEg,O Restaurant & Lounge,Calgary,,51.0241048,-114.10796709999998,american,3.0,2.333333333333333,0.16681602967418294,0.3796595593342645,0.2658803625676789,0.00947438990337963,0.07295224436301226,0.10521741415748184
JmO7QtJ142GbDkBPwVZ_bQ,Swigs Pub & Grill,Calgary,,50.95361810000001,-114.1301892,american,1.0,1.0,0.16679808417361255,0.5943326452905707,0.0,0.0,0.0,0.2388692705358167
KLDmm3Jv5pHEatbLPo-t5w,Border Crossing,Calgary,,51.0371575,-113.9812337,american,,5.0,0.40474635325990704,0.3403792371639606,0.010596868842005074,0.2428814799163488,0.0,0.0013960608177784489
Kdhcw8qUBTmv_4UQv8pymA,Home & Away,Calgary,,51.0376388,-114.0926576,american,2.0,2.333333333333333,0.3086447636774377,0.07785861336613012,0.2694078923311359,0.0,0.017613000087677584,0.32647573053761864
Kgu-Ny8xoYtiUQp0wa7vwQ,Moxie's Grill & Bar,Calgary,,51.0948364198,-114.000695563,american,2.0,1.8,0.12761058866406644,0.3738126008272305,0.2431070887097365,0.0642343710690283,0.14176259540690056,0.04947275532303772
L8RL98g2U9SNQAG8zo-AeQ,Rouge,Calgary,,51.0422924095,-114.033648325,american,4.0,2.0,0.2320095600743181,0.0424132865908716,0.44400977425321625,0.14399704913333675,0.09050369933285808,0.04706663061539925
LKzDrKa0FRrRATi1gqPEiw,Murrieta's Bar & Grill,Calgary,,51.0453155,-114.0652006,american,3.0,2.25,0.25108230297761397,0.20945639489961876,0.26630519312259504,0.11130209298628962,0.0430181399845795,0.11883587602930305
Lg0LvQXlpSBBCvDE6wlO9w,Seanachie Irish Pub,Calgary,,51.017772596,-114.17384762,american,2.0,1.7142857142857142,0.2330987391330682,0.2855629253294973,0.06205738965542613,0.15400806725237762,0.1792419515309342,0.08603092709869654
LlJn7Q7Ow0lwQpk4gg0KeQ,Milestones Restaurants,Calgary,,51.0453778,-114.0624737,american,2.0,1.875,0.1727242816777967,0.3280745730578962,0.09914288348321627,0.17517775072358036,0.07212693387188147,0.15275357718562893
M7UUtqg0K09T6Z0yIy0Hlw,Earls Kitchen + Bar,Calgary,,50.9314092847,-113.96136282399999,american,2.0,2.25,0.4026154889357856,0.2311091485334011,0.1588011670893534,0.008947612919021256,0.01605378824259521,0.1824727942798436
MCBsyPnsOn8kOuyCbP2O4A,Red Lobster,Calgary,,50.9979244,-114.0708817,american,2.0,1.375,0.055776257060297735,0.2572401499240491,0.3152354228948779,0.09747426401586676,0.11620069596592655,0.15807321013898198
N57tCpcFhtaDQP5z4uRNUg,Moxie's Classic Grill,Calgary,,50.996067,-114.073148,american,2.0,2.0,0.6794773728948879,0.0641590395646017,0.0,0.0,0.01310958783073808,0.2432539997097724
NVFj_QC7fkBMLbau-6P3hA,Schanks Sports Grill,Calgary,,51.127304948500004,-114.20334836100001,american,2.0,1.2,0.2957922396691826,0.3538519533290553,0.07906724803496958,0.08776842743768229,0.010216834535794507,0.17330329699331573
O9qdEZkdcIk5dxC8N00h4A,The Still,Calgary,,51.0393978,-114.0589497,american,2.0,1.0,0.16223702096689122,0.3249558428979754,0.05062701200830014,0.2402142748348929,0.0,0.2219658492919404
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,american,2.0,1.0,0.3306022127037613,0.20904928129854208,0.0034876173646971025,0.3644826233893491,0.0,0.09237826524365038
OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.0420748,-114.0360822,italian,2.0,1.0,0.3306022127037613,0.20904928129854208,0.0034876173646971025,0.3644826233893491,0.0,0.09237826524365038
OHSwZt80SzC1ebLkLjKjEA,Denny's,Calgary,,50.9894302988,-114.072423219,american,2.0,1.1428571428571428,0.18094182721752225,0.2159016968650442,0.11866475013868387,0.25748986988883865,0.13268118498867848,0.09432067090123264
OOp9BjiVLqqVUwgFFCRQCg,Flying J,Calgary,,50.9495117,-113.9796831,american,2.0,1.0,0.7853546788817256,0.2146453211182744,0.0,0.0,0.0,0.0
OYlMAz-kJpNXLtS5oaYUNA,Chick-fil-A,Calgary,,51.1316002,-114.0104621,american,1.0,2.2,0.142693908867078,0.36043485169731343,0.12608516032394246,0.026522470479730352,0.23311482480476214,0.11114878382717357
OjjbyQyzJji9wNgOOBUbIA,Harvey's,Calgary,,51.0856775,-114.126533,american,1.0,1.3333333333333333,0.06401241434157537,0.488962532908533,0.12052307738774305,0.0,0.0,0.3265019753621486
P2pfWW_xpo3kfojN45fEaA,Earls Kitchen + Bar,Calgary,,51.08109498970001,-114.00279854899999,american,2.0,2.1111111111111107,0.28947336632742043,0.30559323854627035,0.07643673916660597,0.16077859218876472,0.14346091374767067,0.0242571500232678
PMFy98bGt1eNnnpNgQ4pnQ,Earls Kitchen + Bar,Calgary,,51.0672962172,-114.08584713399999,american,2.0,2.25,0.2172906320617251,0.2149754231972919,0.028298931631779014,0.24263081029641445,0.01761624283279564,0.2791879599799939
POIe1nLnPEmmPBiAbkf8jA,Gallaghers Pub,Calgary,,51.096610584,-114.05299232200001,american,2.0,1.0,0.2184617909200076,0.3895942595667061,0.05925075852311504,0.0,0.0,0.33269319099017125
PTA2UabEg0MdiHJWNsgeGQ,Original Joe's,Calgary,,51.0946155299,-114.140845019,american,2.0,2.333333333333333,0.13918175574657662,0.24589687119268064,0.18597575838894387,0.1426296958257443,0.21084497861920606,0.07547094022684847
PgowqpwnIlLnZIgt3uGP0A,Oh My Dog BBQ,Calgary,,50.913805824799994,-114.062310475,american,1.0,3.0,0.3371136217405521,0.22323363653531855,0.019276718309536943,0.14814277086526673,0.17516823862565867,0.09706501392366698
RGMLAOPHFTkPKyve5CrOtg,Celtic Cellar - The Unicorn,Calgary,,51.0457548228,-114.066189077,american,2.0,1.0,0.20048710996969688,0.07388510944772872,0.317710419170615,0.02623213196024556,0.0,0.3816852294517138
RK05HWmSXLSAqmOkDe5_HA,Swiss Chalet Rotisserie & Grill,Calgary,,51.0489621,-113.99267140000002,american,2.0,1.2857142857142858,0.05857583922115369,0.33921609283054954,0.10278499088135357,0.29920036597753386,0.058041914954442775,0.14218079613496654
RTsDj3iPnmzb74hu98Dv0Q,Original Joe's,Calgary,,51.0392565704,-114.20827328200001,american,2.0,2.333333333333333,0.2315222851320332,0.0014773999877151006,0.11719495126774722,0.0,0.00373960029626829,0.6460657633162362
R_vxWn7iZNGZWP4FK8uJFw,The Village Flatbread,Calgary,,51.03765960000001,-114.1185012,american,2.0,3.5,0.08270042000410233,0.6233152275370736,0.15076103866980398,0.029893027660326605,0.0999482501593002,0.013382035969393477
S4EggH9a-nef1ls_kfBf_g,KFC,Calgary,,50.953225,-114.1165003,american,2.0,1.0,0.1284026507957687,0.7509172641807285,0.047380433188912184,0.0,0.0,0.07329965183459065
SYCgakqaEBTjRhOVFXjV3g,NOtaBLE,Calgary,,51.07190426060001,-114.15978051200001,american,3.0,2.9375,0.1678316553375689,0.28970336788267603,0.11455759468076165,0.14184415943410345,0.06942266738160979,0.21664055528328025
Spkk64O-bdXZYCkpSOxwpA,Swiss Chalet Rotisserie & Grill,Calgary,,51.156229,-114.1597301,american,2.0,2.0,0.266926442258521,0.28520644337382883,0.28684409158682583,0.0862828400419213,0.07474018273890308,0.0
TBVVDMoRb2vtX3wTqAiL9A,Fatburger,Calgary,,50.982226418500005,-114.040623016,american,2.0,2.0,0.04024326668813967,0.2375878847096213,0.10487834688341112,0.39783154260201625,0.12515577316644727,0.09430318595036437
TDDwbLjGAiZuOCkk4L5ViQ,Ed's Restaurant,Calgary,,51.0379165,-114.0609344,american,2.0,1.0,0.3599308961753526,0.21521867949662096,0.25622551849607,0.014991078526474027,0.0113177237660194,0.14231610353946306
Tmj6c74wRTqvBvWHqlFFzQ,Sky 360,Calgary,,51.0443123,-114.0631587,american,3.0,1.8666666666666667,0.09372535409669844,0.4040504092341427,0.21911649108651726,0.0882407239273011,0.012612095054851393,0.18225492660048914
