business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Buffet/Atmosphere,Chicken/Soup,Dim Sum,Order/Waiting Time,Ginger Beef/Pork,Customer Service
0gVPTer9PnXRmSjuHt-XgQ,Silver Inn Restaurant,Calgary,,51.07623243689999,-114.062241015,chinese,2.0,2.0,0.38427139073189437,0.17796099071270371,0.021334559875088935,0.021309121881073367,0.39512393679923974,0.0
1jxxXQYOdP91LkF2Mz9Q9Q,Golden Village Restaurant,Calgary,,50.9154805,-114.0632463,chinese,1.0,1.0,0.2756276811848586,0.040521635716006206,0.0007713210446882398,0.5078289909191841,0.08058674228052227,0.09466362885474051
2-l_q7HBRak5i6X46l0OHw,The Dessert House,Calgary,,51.050889,-114.061939,chinese,2.0,2.0,0.18980323395549215,0.0,0.0022403723696966115,0.5719495865228347,0.005815944053646661,0.23019086309833003
21aDJ_xLGcEDkcyQRexlOQ,Hawkwood Palace Restaurant,Calgary,,51.129661337799995,-114.177907445,chinese,2.0,1.8333333333333333,0.19849037957897053,0.07613983260928668,0.0347918630565258,0.3133354118819003,0.32201580592618034,0.05522670694713643
2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,american,1.0,1.0,0.06149559527555022,0.0,0.12404313377925054,0.6736444283056954,0.03794570813941456,0.10287113450008928
2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,chinese,1.0,1.0,0.06149559527555022,0.0,0.12404313377925054,0.6736444283056954,0.03794570813941456,0.10287113450008928
2e19A9GaSfor4HQc0jxe4Q,Central Grand Restaurant,Calgary,,51.0666394,-114.06358119999999,chinese,2.0,2.0,0.19264566518607457,0.036662766336404494,0.3074686205591917,0.11461375312508833,0.019808675590190276,0.32880051920305065
30QeX9bXmjYqrhZlpomFsw,Pearl Express Take-Out & Delivery,Calgary,,51.018942200000005,-114.1557699,chinese,2.0,2.0,0.0,0.25645578346176,0.0,0.0,0.74354421653824,0.0
3C3mydBzZmfzzIt5D5_kOA,China Rose Restaurant,Calgary,,51.050224,-113.99266000000001,chinese,2.0,1.8333333333333333,0.21858265830082121,0.39223765566811747,0.015243251728650287,0.100466963863368,0.1441727833654294,0.12929668707361364
3DXJ7lXJJKHPnydtX_1Mug,Fat Kee Noodle House,Calgary,,51.080094,-113.9973646,chinese,1.0,1.8333333333333333,0.15730522068825006,0.3857166836466482,0.010633995957649252,0.24489419436598658,0.058546867771537066,0.1429030375699288
3pTp_EDVffBFTUNKCOXjdw,New Dynasty Buffet Restaurant,Calgary,,51.047310467200006,-113.990063764,chinese,2.0,1.8,0.629719093206466,0.03298069783487053,0.03797550434356228,0.11053506800366955,0.003094238832035976,0.1856953977793955
43V5SUyC04za5ITSvRndog,Great Taste Chinese Restaurant,Calgary,,51.0510605,-114.061304,chinese,2.0,1.3333333333333333,0.20171247414185145,0.022998876976574257,0.029868226908084262,0.2979435218807444,0.2578724307576417,0.18960446933510391
4e_kgP5CBbWwZCYEbConPA,Oriental Phoenix Restaurant,Calgary,,51.0022435,-114.0639736,chinese,2.0,1.75,0.09371102945444987,0.313321227080515,0.0,0.11104328786779179,0.1808302005391028,0.3010942550581406
5-o1J6VpLHxxmP7yAtx8kw,Soluxe,Calgary,,51.0502214,-114.0627067,chinese,2.0,1.0,0.2887025057956901,0.04207395517341231,0.04659998529639788,0.3421824000832352,0.015387113725322726,0.2650540399259416
5kr-0TOY6n0GK-riRg_08A,August Moon,Calgary,,50.968875,-114.084553,chinese,2.0,2.0,0.08762744898736394,0.6323028216119562,0.02128157779802966,0.10184733111103282,0.08291238183555007,0.07402843865606734
5yhUr1Cv21bOL6ZkE5IdCQ,Ho Won Restaurant,Calgary,,51.0509282,-114.06172620000001,chinese,2.0,1.5714285714285714,0.11918263734860177,0.08655919776444176,0.09490236955147367,0.27975888514574576,0.07805219206750988,0.3415447181222272
60N3AE5ECo5lUp5tSuPvvw,Flamingo Palace Express,Calgary,,51.089136700000005,-114.11799369999999,chinese,2.0,1.5,0.7278399449534376,0.025627555053139392,0.15713760184339648,0.08939489815002652,0.0,0.0
6Bvu4_7hdQkwMC5SyQspEQ,Home Food Inn Peking Cuisine,Calgary,,51.0078118412,-114.067958745,chinese,2.0,2.25,0.2517807502617354,0.27765731349234396,0.01281836309293632,0.2559235615380774,0.07327173820374853,0.1285482734111585
6YRlDV4Em4Ms9CXRWoVo6g,Treasures of China,Calgary,,50.969646999999995,-114.06913999999999,chinese,2.0,1.4,0.3407588587091744,0.09988059049441124,0.053097944258528075,0.25845422636759424,0.09481512382079771,0.15299325634949437
6a27i3kNy5MCq73vEQTNOA,South Silk Road Chinese Restaurant,Calgary,,51.0595164,-114.09475309999999,chinese,2.0,2.75,0.35148483302082334,0.1697253248047089,0.05285689059937507,0.07283209998239008,0.178694375981931,0.1744064756107716
6pwUymtY59Rl_fJpjPB5CQ,Oriental Phoenix Restaurant,Calgary,,51.049392100000006,-114.07189469999999,chinese,,2.0,0.1178083624525514,0.0,0.0,0.7097779319479742,0.0,0.1724137055994743
7FAczuNhjGLk46wOuYSpyw,Hot 'n' Fast Chinese Kitchen,Calgary,,51.0154583,-114.17524209999999,chinese,1.0,2.0,0.15832288958151283,0.154725417246943,0.022863042827696613,0.569226410656605,0.01845034152254971,0.0764118981646928
8AiyGZAhV8eZApKQqyDFSw,Tang Restaurant,Calgary,,50.9824575,-114.04056270000001,chinese,2.0,2.5,0.23992531531209915,0.273593543206202,0.04664840874383348,0.10067505246810458,0.06742019640133858,0.27173748386842217
8RUrvxlOOLkGJYLgCXJ-ig,Vic's Hong Kong Style Café,Calgary,,51.050366734399994,-114.062853845,chinese,2.0,1.6666666666666667,0.3007862266803059,0.17395621301434483,0.12378822028523756,0.13603032183312522,0.05096933701181349,0.21446968117517293
8p4RcBhJfoh-z37AqWL8yw,Ming's Wok Xpress,Calgary,,51.070953100000004,-113.9433342,chinese,,1.0,0.3521724058007819,0.08928461994388318,0.07281693650231295,0.02356717490575313,0.3869409805902021,0.07521788225706662
8pBx1vlLXHv2aCiTUWz04w,Wonton King,Calgary,,50.9908604,-114.03989159999999,chinese,2.0,2.0,0.1382384349118562,0.6093985954471676,0.014680602453480497,0.11906154117891563,0.05073733210731953,0.06788349390126061
8pgV-nqHdmxUFLWD-SDssw,ABC Bakery & Cafe,Calgary,,51.050256899999994,-114.0619851,chinese,,2.5,0.1624148187123555,0.1478648624124133,0.03765907778235642,0.37915386309819454,0.0,0.2729073779946802
9-_7jOcLec5-p_gGz-OGCw,Magic Bowl,Calgary,,50.9422081,-114.0329675,chinese,2.0,1.5,0.172288898055723,0.07992976452162154,0.1802213993593359,0.4811511869028401,0.08640875116047952,0.0
90YgokSjFKqC97U4Wc8kWQ,Sunshine Garden Restaurant,Calgary,,51.01519570000001,-114.065324,chinese,,1.0,0.2531558221451776,0.3565701637190829,0.0,0.19787337709696654,0.14961828270751587,0.04278235433125701
98V9awMuHlGjmm5m8c3FXg,Fresh Taste Corner,Calgary,,51.0801353641,-114.02837408200001,chinese,,5.0,0.15568160841870568,0.0,0.09910946171895735,0.2635625843565402,0.0,0.4816463455057969
AEOTETRSzo5ubm4-Ud4PUg,Wok Box,Calgary,,51.038427358599996,-114.20740154299999,chinese,2.0,1.5,0.14117303683334084,0.3324039540399397,0.039399662631148864,0.36565239270751515,0.10527991705016661,0.01609103673788886
AWHNeK6i4SN8zpsfUrRXJA,Wing's Chinese House Take Out,Calgary,,51.1047737,-114.18802990000002,chinese,2.0,1.6666666666666667,0.18607502425953237,0.031721164196427294,0.023450840574824678,0.46436447180355356,0.06238152095985463,0.23200697820580748
AsgwKCJqyBqdiHdEBqeq3w,Singapore Sam's,Calgary,,51.0422965,-114.07322420000001,chinese,2.0,2.1666666666666665,0.5965438356684448,0.01742570408594891,0.014628698479849716,0.22645690173418678,0.026801439786552625,0.11814342024501708
C2vYzI-8W8_ud_4qRPIzpQ,Peking Express Douglas Restaurant,Calgary,,50.951046399999996,-114.0021548,chinese,2.0,2.0,0.2860500243813166,0.3189351687467992,0.012004393239345547,0.12878842333908627,0.22125160405556357,0.03297038623788865
Cl0MirLvlTgDI2TQJtC7pw,Little Sheep Mongolian Hot Pot,Calgary,,51.060643,-113.984678,chinese,2.0,2.25,0.052220795079465705,0.023129005562562116,0.04905176815649768,0.4453577155060038,0.004312446626514966,0.4259282690689557
D7unEXjWvYvxmZwwya8SrA,Guilin Restaurant,Calgary,,51.0500812,-114.06311059999999,chinese,,3.0,0.18141733485179268,0.5160722666487917,0.1288661548592901,0.09248356096419405,0.023001028169421955,0.05815965450650943
DMec_XDhbwMigLNnk9jJrQ,Jade China Inn,Calgary,,50.9155156,-113.96064679999999,chinese,2.0,1.0,0.7881769933359629,0.0,0.0,0.0,0.21182300666403708,0.0
DqSTQWhRU3WKdIN2b_Nzog,White Elephant Thai Cuisine,Calgary,,51.0688517,-114.01334750000001,chinese,2.0,2.75,0.32994644909624804,0.18529523161086744,0.033280552997354544,0.2329805867391983,0.02210347277797257,0.1963937067783591
DuDtRu-zffJgGjFUQkuk_Q,Bobby Chao's Chinese Cuisine & Dim Sum,Calgary,,51.118727,-114.15658,chinese,2.0,1.125,0.07157167595006032,0.17378033995232797,0.11632234190064202,0.16582739007136219,0.05850626589828021,0.41399198622732736
FSTTDlBYtKqaQLrf0mwTcg,Mr. Guo's Cafe,Calgary,,51.1256488461,-114.21127163,chinese,2.0,1.0,0.31675305259606235,0.02967294168305356,0.0551482030699333,0.3547492994847406,0.10553526447831212,0.13814123868789815
FUz63VABr3jGIuDtYjOpqA,A&P Chinese Food Express,Calgary,,51.0637672,-114.19451289999999,chinese,,5.0,0.01873659658337173,0.49127595677734165,0.18688262608211423,0.3031048205571724,0.0,0.0
FnRLbAYaQTYQEXHuUTmwMA,Hot Point Fusion Cafe,Calgary,,51.0146975,-114.0645,chinese,2.0,1.3571428571428572,0.15949575352704026,0.15399125092690324,0.027644663242983928,0.2910585358184307,0.02392272289425289,0.34388707359038895
G-0VVUUoNUKT3GrnjZnsaA,Silver Dragon Restaurant,Calgary,,51.050395,-114.062068,chinese,2.0,2.5384615384615383,0.1649025094390477,0.1055234141861384,0.26127480549944365,0.17559510808201612,0.04520499336134107,0.24749916943201303
GOE85NOtCc5zmqOrzVGLXg,Golden National,Calgary,,50.9163566113,-113.96068748100001,chinese,2.0,2.1666666666666665,0.09523797338923921,0.3336512216781129,0.01051018623863118,0.1427891701484961,0.40108226631272265,0.016729182232798123
GOUdhNxanANxxujCTLyCoQ,Sun's BBQ Restaurant,Calgary,,51.065025115299996,-114.062805176,chinese,2.0,2.1,0.13940406993245272,0.2147654190029434,0.03842424085465358,0.2024178070463798,0.03706984834924744,0.3679186148143231
GVnzZe_qGtfQWB8YtWTq1Q,Snow Palace,Calgary,,51.10383289999999,-114.1655845,chinese,2.0,3.0,0.23119824066847164,0.22118625371338058,0.09574243442137922,0.4518730711967685,0.0,0.0
H2NMmuys7fy5PcXW7lmKbw,Sushi Kai,Calgary,,51.05688189999999,-114.09496509999998,chinese,2.0,1.5,0.4230047968113157,0.20968064203599604,0.05411871278373248,0.3129915937025935,0.00020425466636230316,0.0
HBVzTJlmv1rD2SBL1OAOTg,Riverbend Peking House,Calgary,,50.9779302,-114.014243,chinese,2.0,1.0,0.4244575955061478,0.0,0.0,0.4246593393879587,0.031201666648831193,0.11968139845706222
HOEQwbJcy1E47Vz3vU8vQw,Calgary Court Restaurant,Calgary,,51.050978799999996,-114.06149409999999,chinese,2.0,3.2,0.005887621868402774,0.5469806415063243,0.062000184853382344,0.07737261373102035,0.061504622441401334,0.04625431559946886
H_fgMip_xa-VEily3ev7Rw,Lu Chai,Calgary,,51.10140429999999,-114.13997069999999,chinese,,2.0,0.18967315394047465,0.396068847377507,0.03837275868240641,0.34387050680785236,0.0,0.03201473319175968
I1AAcPjqCB6iD5aQcm6kjg,Golden Inn Restaurant,Calgary,,51.0509119,-114.062128,chinese,2.0,2.3333333333333335,0.38592370051387204,0.027322571397550968,0.01840436648128165,0.19755957049492442,0.024397666516777414,0.34639212459559365
I4Ya4liVt_60LUKDo2Xceg,Tai Pan,Calgary,,51.065741912,-114.061324932,chinese,2.0,3.5,0.5824023731160545,0.18121491450782584,0.0504278740726421,0.05176784309137174,0.078460588712634,0.055726406499471866
I9_Bf9CUGkCDtUDTCtP8Zw,Lucky Place Restaurant,Calgary,,51.050496833500006,-114.063311217,chinese,2.0,3.0,0.0,0.33175198832556746,0.25154920718944596,0.23901449786081921,0.17768430662416737,0.0
IDxwN1IomuRDN6n6FpsQzw,Pink Pearl Chinese Restaurant & Lounge,Calgary,,51.045599100000004,-114.0690246,chinese,2.0,2.0,0.5,0.17516579355871767,0.0037463739222135467,0.0,0.25396438563227547,0.06712344688679335
IO4m6ylnjaO25Ji9lbcAJg,Khublai Mongolian Szechuan Cuisine,Calgary,,51.0434471,-114.07083899999999,chinese,2.0,1.3333333333333333,0.12470256664613728,0.3078541708954708,0.052710492350633194,0.16344317836781005,0.06267038341854209,0.28861920832140664
Igz_MHdVL_lZK8moVdoZKw,Dragon Gate Restaurant,Calgary,,51.0243329,-114.10830370000001,chinese,2.0,1.0,0.17490902514692486,0.2851638288521667,0.015271457644248195,0.0939438840883213,0.4040017198436329,0.02671008442470617
IjcVZywzzzaTcjZyni7GWg,King's - On The Hill,Calgary,,51.0587454504,-114.054049158,chinese,2.0,3.25,0.12790508628833336,0.6119031887278393,0.06604482984281175,0.032769724586021516,0.03764370734860432,0.1237334632063897
JG_yW_DTE2F-sPtYiyO8zg,Szechuan Restaurant,Calgary,,51.0671398,-114.06848959999999,chinese,2.0,2.6,0.2586880886168874,0.1406562837342454,0.03220396256793475,0.32960774093880785,0.014182524878020186,0.2246613992641043
JSFhJN8VMPiDzur6yAclHw,Fai's Chinese Food,Calgary,,51.1270198,-114.0558875,chinese,2.0,1.0,0.19190084137610952,0.0,0.0,0.3831362324302403,0.39797413844606183,0.026988787747588307
K3Mdyib-ZFMPHGuk5_kBTA,Oriental Palace Restaurant,Calgary,,51.05795379999999,-114.1358567,chinese,2.0,1.5,0.174740578532536,0.1494656840493232,0.03400331365206995,0.4424385555580042,0.10405987666165563,0.09529199154641103
KgGxH5cGXwTMCn_hFgchtw,Panda Express,Calgary,,51.039219635100004,-113.90979880799999,chinese,2.0,1.6666666666666667,0.3115823031346428,0.19523091139032808,0.0164314797608265,0.38086632259240044,0.02200656772052483,0.07388241540127734
Kvg28BTZkHlzELath7BErg,Bamboo-House Chinese Food,Calgary,,51.081958799999995,-113.9405594,chinese,2.0,3.0,0.29348604738786405,0.1961597393523376,0.10795375686533132,0.38539364152930633,0.01009166099666986,0.006915153868490871
LEGrkbp-fpUxL67HHtzz9A,Mamak Dang Fusion Malaysian Cuisine,Calgary,,51.0938809,-114.0328307,chinese,2.0,2.0,0.23673264027890434,0.21726948350918499,0.10809322587178885,0.2607312711342216,0.12770200582334734,0.04947137338255298
Msw1bg7KGcZ87NEAoABIJg,Masala Bhavan,Calgary,,51.013011884099996,-114.140125765,chinese,2.0,2.0,0.21569619726153574,0.2963066087842578,0.03778956172013616,0.307234827064323,0.09085673296221568,0.052116072207531665
N6x7JkfDLqLoO4WUHetiEA,Shanghai Classic Restaurant,Calgary,,51.128220299999995,-114.0702364,chinese,2.0,1.0,0.0,0.24614468044313947,0.03935091188759803,0.3768280733425668,0.33767633432669575,0.0
ORAwDjwAsoTme4PsXyFXwg,Gold Bistro Chinese Restaurant,Calgary,,50.9129554,-114.0616125,chinese,2.0,1.0,0.3850112069514326,0.12826035998692076,0.0,0.13570069419755637,0.3441938431111427,0.0068338957529475355
OTdGkZNkUEgEBQrkHtOLOw,Pearl Fantasy Cafe,Calgary,,51.0478266,-114.0867235,chinese,2.0,1.0,0.464650096111922,0.015204093887550962,0.02849581444010747,0.33114157675280076,0.0,0.16050841880761885
P1kIuo1LwWZDgFIJY_Dlhw,Happy Valley,Calgary,,51.0502763,-114.0625961,chinese,,2.0,0.41596049744533375,0.12212364943091293,0.01761351326122076,0.25212115245718353,0.047532875461972955,0.14464831194337616
PS_oMKhGfArgOwwiG7uzHg,Tianjin Chinese Restaurant,Calgary,,51.0670863903,-114.058323269,chinese,2.0,3.0,0.24602349741336382,0.47495942669103064,0.009909629215820047,0.1466214685851593,0.04355083453038261,0.07893514356424358
Pe_Bq9cWiLD1L0BEBtrsNw,Ginger Beef Express,Calgary,,51.0387022,-114.09496429999999,chinese,2.0,2.0,0.08023322148508152,0.0786350911444756,0.0065089026256816155,0.4020152369582175,0.40631840192977436,0.026289145856769395
QGE9ZsMb7QLMsBf2OvfVMw,Dragon Chinese Restaurant,Calgary,,51.048432899999995,-114.062013,chinese,2.0,2.7142857142857144,0.0006088134384283726,0.14668813583152346,0.5361281308021417,0.1288164566008226,0.06424195828277858,0.1235165050443052
Q_z6fepyiviMrqxBQn6E4w,Peking Garden,Calgary,,51.09272937,-114.153895715,chinese,2.0,1.5333333333333334,0.43040672439518163,0.11507148321159145,0.08360750692097088,0.19214847870614246,0.05702625856409398,0.12173954820201963
QiRWdm4GkmtEMO_npOyBjA,Hong Kong Garden Restaurant,Calgary,,50.905755,-114.0649837,chinese,2.0,2.0,0.19647632472600812,0.04636468183395452,0.05827822338933885,0.08887458081314746,0.0,0.6100061892375509
R-3epjnJCMscJdJwkkq44Q,Buddha's Veggie Restaurant,Calgary,,51.002388399999994,-114.0713189,chinese,2.0,2.1666666666666665,0.0786988659110837,0.13790998983286393,0.15400365514982847,0.2260721885407184,0.2783289505390811,0.12498635002642439
RJdmNA9oQyGIaLbuHOIxLg,Wok Fo-U,Calgary,,51.0718473,-113.99858629999999,chinese,1.0,2.3333333333333335,0.21317225928773256,0.31569011540471764,0.0,0.4398234943280712,0.012838751968929986,0.018475379010548545
RKY-_BLjoGYI7RZhRU4SIA,Golden Gate Restaurant,Calgary,,50.9697665,-114.0479226,chinese,2.0,1.3333333333333333,0.06771386169613498,0.0993508387247235,0.0067349043734409204,0.604055421747794,0.2221449734579066,0.0
R_-cZVHTMDV4Zn2sMa2ZAg,Dragon Garden Restaurant,Calgary,,51.1509197,-114.05037800000001,chinese,2.0,1.5,0.5507218071211399,0.11354731158564874,0.0246485838241827,0.19286966886467458,0.11821262860435414,0.0
Rsvjo8H6AjqylNRX_6ZcZg,John Wong's Chinese Restaurant,Calgary,,50.9788953542,-114.08387131399999,chinese,1.0,2.0,0.11578318601521673,0.2030794215682865,0.005016814081506692,0.4838196607686818,0.05191490323744088,0.1403860143288674
RwZxc7vqYGOj99K1CYildQ,Ginger Beef Bistro House,Calgary,,51.1550921267,-114.06787864799999,chinese,2.0,2.1666666666666665,0.09987145732009663,0.06725973725697869,0.007245416357571847,0.33055685441138466,0.3422172231548822,0.1528493114990859
S-IEFGXse5vvnD9GBhasVA,The Cherry Inn,Calgary,,51.1122654,-114.05620459999999,chinese,2.0,4.0,0.06548805782669766,0.7712156197741151,0.0,0.1334673314066728,0.029828990992514386,0.0
S0EpgFjgPtuEI2YgJhrXnw,Chili Garden,Calgary,,50.8757485536,-114.037786329,chinese,2.0,1.0,0.1738449502351649,0.5051286248201481,0.031125360258675596,0.11659751285485398,0.14016478239976107,0.03313876943139638
SCoH7sKTSwIhREUPBu7BkA,Forbidden City Dim Sum & Seafood Restaurant,Calgary,,51.06090560689999,-113.984219153,chinese,2.0,2.0,0.11323146374192831,0.01100166017758617,0.37485943867989907,0.14883891709521668,0.024198233509858166,0.32787028679551156
SkX-aQm96aEkLCTJdAyXMw,Peking House 98,Calgary,,51.0877765246,-114.07202723799999,chinese,2.0,2.5,0.03900470385952826,0.34732208471094106,0.0,0.32903997942807356,0.27275107061762016,0.011882161383836923
TdmFg-MSbwnpwRJxFyfgDw,Emerald Garden Restaurant,Calgary,,51.067231,-114.08339699999999,chinese,2.0,2.0,0.0,0.8906853739126391,0.0,0.0,0.0,0.10931462608736091
TkhIfiqCF9KPXG_GMROXmg,Pang Pang Chinese Food,Calgary,,50.930834999999995,-114.02594769999999,chinese,2.0,1.2,0.17213726032114712,0.3427586333847524,0.025327437599877343,0.18068478504968125,0.0886873745781395,0.19040450906640236
