business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Buffet/Atmosphere,Chicken/Soup,Dim Sum,Order/Waiting Time,Ginger Beef/Pork,Customer Service
UglIW3RciYxD701IaiDn8A,Toi Shan Restaurant,Calgary,,51.045394,-114.14284599999999,chinese,2.0,1.0,0.1770598158194075,0.11031802409330872,0.008143542900597581,0.48891992541395257,0.08257359664470185,0.13298509512803172
VPcFNI-6HICR5SJM--KjNA,Bill’s Peking House,Calgary,,50.93097050229999,-114.063760942,chinese,2.0,1.5,0.048065926310474946,0.2170736299809534,0.006632909084336003,0.4213049217440828,0.19489430971486166,0.11202830316529122
V_5fPcCt5Kjno81FS1DrXQ,Panda Express,Calgary,,50.9329567637,-113.967708139,chinese,2.0,2.6666666666666665,0.18741648423016796,0.34912875873936206,0.012703426332141539,0.36480113097641037,0.004585162490020676,0.08136503723189742
Vs_SBEmz2dBBCrTmAR89bA,Bonavista Peking House,Calgary,,50.9424531,-114.047124,chinese,2.0,1.5,0.048654006282331436,0.3036506000303719,0.017477206747083085,0.25716529850822134,0.10624788170701958,0.26680500672497265
VtDEh7GakYMBHNAw_PVjZg,King's Chinese Food,Calgary,,51.0379979,-114.08620890000002,chinese,2.0,1.5,0.3715634263853732,0.2909732141398792,0.04095654022818546,0.08658598112593317,0.10737832482809002,0.10254251329253894
Vx2LafDELzYIZBtHVwAjnQ,Tang Dynasty Restaurant,Calgary,,51.050256899999994,-114.0619851,chinese,2.0,4.5,0.05512021249192826,0.34062764669608714,0.0,0.48785171970649366,0.008700084045503532,0.10770033705998737
XBQtsSbiMhaA34UQ2Z1ndg,White Oak Restaurant,Calgary,,51.0502105,-114.0607032,chinese,1.0,4.0,0.7269576210756122,0.13577146969659767,0.019865958715525538,0.0,0.1174049505122646,0.0
XCRTEQ5-4hBXd060Q2eKHQ,Tai Pan,Calgary,,50.966889,-114.07289899999999,chinese,2.0,1.5,0.6264187841924862,0.045017054195981544,0.0,0.0,0.0882286871486979,0.24033547446283443
XImlOaB7nJH7kxG_4hGJ1Q,Papa Shunde Chinese Restaurant,Calgary,,51.135477,-114.173506,chinese,2.0,1.0,0.11102574989096746,0.0400521438888964,0.0,0.26424856668646773,0.3824329568133638,0.20224058272030454
XMuNYC3WbYyBJyzFcn0qpw,Empress Palace Restaurant,Calgary,,51.152232399999995,-114.21080249999999,chinese,2.0,1.5,0.19067091060455377,0.06887426730211543,0.20036295673624765,0.08003813057372755,0.08733986804171967,0.372713866741636
XxmFwrJk1DljL7sLXS1zrQ,1 Pot,Calgary,,51.0501753,-114.0603597,chinese,3.0,1.5,0.1276758551964595,0.08779932924599954,0.03536850450771168,0.310392950750418,0.019214391991224756,0.41954896830818655
YOEg4rm4-ZZYHTvvh6mWZA,Asian Grill - BBQ & Chinese,Calgary,,51.0638197,-113.9577159,chinese,,1.0,0.060778129399461256,0.9150560434796324,0.0,0.0,0.0,0.024165827120906248
YTMYCiBb_-sykowc05d3ug,Snow Palace,Calgary,,51.1258943374,-114.210850105,chinese,2.0,1.5,0.02032280817045676,0.07169594025855507,0.2575280201291853,0.17665184668316056,0.3964887675153867,0.07731261724325557
_MbwP_b3c5ZOCvCRArsyqw,Leo Fu's Szechwan & Mandarin Restaurant,Calgary,,50.9902294,-114.0734142,chinese,2.0,1.0,0.23364375038265708,0.37745123001374586,0.00047877321161435304,0.013696601007571542,0.2457002073568988,0.1290294380275123
_iJyH_Nf9E-Pso9yZhc2Mg,Happy Veggie House,Calgary,,51.0502225,-114.0627436,chinese,1.0,4.0,0.0,0.3483877054261658,0.06628983393395634,0.5314225961996346,0.053899864440243306,0.0
_oL8XX8dusHBNYQyDhF4fA,Sun Island Eatery,Calgary,,50.9059471,-114.048244,chinese,2.0,4.5,0.07999208824369308,0.05225155988403666,0.0,0.8647033643273241,0.0030529875449461725,0.0
aszT-DYgQOtn8GVLsF2KVw,Mi Noodles,Calgary,,51.0604682,-114.06224329999999,chinese,2.0,3.5,0.009961627904997213,0.17821648187606054,0.0057404699596656835,0.20747883372968043,0.27003109363836086,0.07857149289123523
bJQsVvEdi810vdpQsq3IXQ,Chinese Village Oriental & Western,Calgary,,51.048148299999994,-114.0759872,chinese,2.0,2.3333333333333335,0.20387455636516724,0.10974236665349978,0.016106727296945546,0.15786100860766325,0.17309669577376688,0.33931864530295736
bXiifZStiaS-4xO2fRsNXg,Happy Hill,Calgary,,51.0591572,-114.0625396,chinese,2.0,1.0,0.10964499009791044,0.010619024350087127,0.21129088526718712,0.32474864698896394,0.005645354536200967,0.33805109875965034
bsqHkqXLGyjZNM6xFl3xlQ,Brother's Taste of Asia,Calgary,,50.9057775,-114.11232209999999,chinese,2.0,1.8333333333333333,0.29446318336532695,0.017520163333733244,0.07726783736076602,0.21531551700604604,0.006454693523139388,0.38897860541098833
cEqOh78v1g1RCWHyuHwQng,Buffet Yangtze,Calgary,,51.1085655575,-114.040081141,chinese,2.0,1.5714285714285714,0.35306962567141287,0.06281084370121606,0.17877514098181874,0.2505580533629892,0.040483508263821966,0.11430282801874118
cMa1MN9b6nhWPzX5V6nWZA,Manchu Wok,Calgary,,51.1304402,-114.0074751,chinese,,1.0,0.06558115635907044,0.2689712516846764,0.0,0.0,0.6545002156030811,0.010947376353172127
cNWxGkoyNssl17kY9-gAEw,Mighty Mango Restaurant,Calgary,,50.9148736,-114.0669643,chinese,2.0,3.0,0.0,0.0,0.08162893880874426,0.33845351299801624,0.5650639803103447,0.014853567882894849
cxe6D9wp3NvQ39Eu9-hZpA,Noodlebox,Calgary,,50.9879069351,-114.04564533899999,chinese,2.0,3.0,0.33257500695232156,0.5306913058504216,0.0700944251584263,0.06663926203883042,0.0,0.0
dAuVvMj_jJ29-eY4sZ85Eg,Wonton King,Calgary,,51.08321289999999,-114.0296567,chinese,1.0,2.0,0.3295419074716249,0.6664796171818245,0.0039784753465506514,0.0,0.0,0.0
dL3gqcsFrhtN2uvrDupl5A,Dumpling Lab,Calgary,,51.0500812,-114.06311059999999,chinese,2.0,1.8571428571428572,0.2126865454812357,0.26091789868492127,0.07569361332111309,0.30443888338132546,0.09881571882234381,0.04744734030906077
dmLrl_Fia4XAZ_ZP82qt3g,East Gate Restaurant & Lounge,Calgary,,51.038140999999996,-113.97106299999999,chinese,3.0,1.0,0.3767618708810832,0.22680863734497692,0.0,0.09026808467896143,0.3061614070949786,0.0
dsVHp2o1mU6BT7sHJkViOA,New Dynasty Restaurant,Calgary,,51.1280005539,-114.196112307,chinese,2.0,2.25,0.43135775224207196,0.1699778922637221,0.00434124159973458,0.13447279098849346,0.06805945089460469,0.19179087201137315
eNynYZJtl5d6fyoNNKJ4Aw,Ambrosia Veggie House,Calgary,,51.0498875554,-114.084400947,chinese,2.0,2.0,0.010560685684930843,0.26741303234786146,0.14050462483163714,0.4973403050087366,0.08418135212683389,0.0
eXZ-MdzsFVetZ6ug7Pvz4A,Ginger Beef Express,Calgary,,51.098155,-113.956251,chinese,2.0,1.0,0.10097417127489237,0.35665915414955096,0.00703215205001918,0.39104831008195234,0.09579071295548004,0.04849549948810505
eYMYSZBmEeY4yCS2AuBXPg,Phoenix Kitchen + Lounge,Calgary,,51.1158376159,-114.20469345,chinese,2.0,3.0,0.7955189656438506,0.13227082694469394,0.07221020741145547,0.0,0.0,0.0
e_EMySqP0uwlVZfd8mRaaQ,Pearl Garden,Calgary,,51.0811622,-113.99347379999999,chinese,1.0,1.0,0.38587069454019923,0.0,0.4052253041435806,0.024717746950406964,0.0420551728761945,0.14213108148961864
fUB4fQ7_wS1R53Mugjs_mg,Ginger Beef Express,Calgary,,51.1348304749,-114.10786438,chinese,,5.0,0.0,0.0,0.0,0.9953679512202084,0.004632048779791677,0.0
g3xMtORcictsJjWXVC2QPQ,Hi-Ball Restaurant,Calgary,,51.06983029999999,-114.13086729999999,chinese,2.0,2.0,0.19688515616763136,0.31247991101314854,0.0887783192585504,0.1500547653432653,0.11866475017919878,0.13313709803820561
g5agBkB1d4YAK3rotmz2pQ,Urban Rice,Calgary,,51.0504766,-114.0631932,chinese,2.0,2.5,0.1676574288457004,0.19850732467233448,0.5641044853800229,0.0439121717291648,0.0,0.025818589372777423
gD5lNqqaXK8HC1SpA04AAw,Spicy Hut,Calgary,,51.051407299999994,-114.0516808,chinese,2.0,3.0,0.10775998476294447,0.0,0.0,0.0,0.8888664147415284,0.003373600495527188
gRbbXVCy6P4C7qqJNJH9eA,Ginger Beef Peking House,Calgary,,50.9693530747,-114.072390223,chinese,2.0,2.2857142857142856,0.2327777873453922,0.23124358962256236,0.004992073656938445,0.10196113627016197,0.26283471036450584,0.16619070274043926
gbe0-e6q7zQWzbVMeJst8A,Chong Fat Food,Calgary,,51.0503701,-114.06094350000001,chinese,1.0,5.0,0.0,0.4801340300474774,0.02133117209067409,0.17596903822018622,0.31756608049815155,0.004999679143510757
ge7hMHBENM8AFVf-bBmIQg,Ginger Beef Peking House,Calgary,,51.086581,-114.12913799999998,chinese,2.0,1.3333333333333333,0.13024439420602849,0.184222873173461,0.03555756403513035,0.23980124808443923,0.12184797535872238,0.2883259451422185
gvAb7XSRcfFDF0CraqEnQw,Golden Leaf,Calgary,,51.0126755,-114.1416716,chinese,2.0,2.0,0.4852094524959008,0.0,0.26383980740049723,0.0387960925422098,0.21215464756139235,0.0
hKf6pKpz4VaJ3IOP9zusSQ,Spoonful Chinese & Thai Cuisine,Calgary,,51.0860468,-114.180016,chinese,2.0,1.0,0.2433332927488443,0.0,0.00598001855965157,0.6754954041842989,0.0009646875244773767,0.07422659698272786
hTxDm4gsHh01G4KFyQmhxQ,Grand Pearl Restaurant,Calgary,,51.1111277,-114.05383870000001,chinese,2.0,1.625,0.08291718571062759,0.1889562085889741,0.07707734434916806,0.060976892464238736,0.11631809982461319,0.47375426906237833
hoqATvA27yjAllYMlprr3w,Hot Wok Cafe,Calgary,,51.030775,-114.152996,chinese,,3.0,0.038898360150671496,0.37024467018873247,0.13079515671891914,0.4143180599113808,0.008398519041058684,0.03734523398923739
i5Y5KynFw1r_JkwHSxluIg,Signature Palace Restaurant,Calgary,,51.0357597,-114.16617959999999,chinese,2.0,1.0,0.0695185980166948,0.0,0.0,0.9304814019833052,0.0,0.0
iAO50G98koWj0dflTzbs2g,Imperial Dynasty Restaurant,Calgary,,51.155426758999994,-114.053139406,chinese,2.0,1.0,0.5702538309790185,0.001597809323258333,0.0,0.20571227000599532,0.16596795442352466,0.05646813526820321
iVGeWvofA_e3G0A2Qomwhg,Kung Fu Restaurant,Calgary,,50.9303572,-113.9718189,chinese,2.0,2.75,0.09932964298237723,0.06491972319857428,0.013964872171534623,0.47977149209395087,0.2749222730365719,0.0670919965169911
iVjeR9z1xVt2ZpxVU4UcXQ,Taketomi Village Hakka & Chinese Cuisine,Calgary,,51.061606,-113.98080630000001,chinese,2.0,1.25,0.21746780037600158,0.14341423582596743,0.01516871522833488,0.2582851990117988,0.08452964179416128,0.281134407763736
jMEGdDfVSSubmFZhFnUfrg,Regency Palace,Calgary,,51.049625899999995,-114.062242,chinese,2.0,1.2857142857142858,0.38483255587414383,0.04499196901174291,0.04236054621562894,0.22478263161780937,0.0159696684172446,0.28706262886343037
jR-UdyU7cTNxUqMdlTdsiw,Peking Dragon Restaurant,Calgary,,51.0375541,-114.0747367,chinese,,1.6666666666666667,0.058239932348028996,0.20552348096668552,0.0,0.3566846555914696,0.33608157383498044,0.043470357258835475
jWsFor_4Uj0_JTbjohpktA,Chuen May Food Products,Calgary,,51.0501125,-114.06023909999999,chinese,1.0,1.0,0.1787386197754006,0.015276835939002182,0.18096279038515822,0.006438916547903972,0.0,0.6185828373525349
jg37O7ANF7hqggS6bxUpcQ,Pho Thanh Vietnamese Noodle House & Restaurant,Calgary,,51.111540399999996,-114.05589579999999,chinese,1.0,3.0,0.337006377963755,0.3049493364573942,0.02629200863730956,0.05529162518289012,0.06780077708283937,0.2086598746758117
kXRTFpDLpNUoWDe96kGSVw,Ginger Beef Express,Calgary,,50.8802869,-113.9781836,chinese,2.0,1.6666666666666667,0.1366866673322396,0.24238059021973477,0.08698588570428684,0.19369691131621392,0.24064459605194422,0.09960534937558058
l-2xwlocbVNu7S6NByVMMg,Eastern Treasures,Calgary,,51.081135587,-113.99346181799999,chinese,2.0,1.375,0.20467288980425882,0.07249227522144133,0.15355134973545428,0.18535634913916352,0.01586562232604413,0.3680615137736379
l1DtLtgI2hlGNMBSkk5sXg,Shanghai Palace Restaurant,Calgary,,51.1382074284,-114.157476374,chinese,2.0,1.3333333333333333,0.17655188559911636,0.4706693573156287,0.0,0.02425535508222278,0.17129826821285155,0.15722513379018058
lqoKaEt1VaaH0sYtF1FjCQ,The Ruby Queen,Calgary,,51.08584929999999,-113.9573545,chinese,2.0,1.0,0.0,0.13763728069469802,0.0,0.1804850335474833,0.026542969023982035,0.6553347167338365
m7a1SG9yXes6Ir_ULzjWKA,Wok Box,Calgary,,51.0379609,-114.07893840000001,chinese,2.0,1.0,0.15055756172031964,0.15401250319918416,0.1085241701037496,0.1593088702198769,0.2914365054082902,0.13616038934857946
mkQ31BFYV8ri7znJpHd7Ww,T.Pot China Bistro,Calgary,,51.141556960100004,-114.069516344,chinese,2.0,2.1363636363636362,0.11263284240228938,0.06966290197776966,0.23756111760400583,0.25075017902960983,0.05146201538319936,0.2779309436031259
mr-w96_vgHpfLmQtfFkkXw,Oriental Phoenix Restaurant,Calgary,,51.044438799999995,-114.0698895,chinese,2.0,1.0,0.07071287971760021,0.0,0.039456764133788555,0.6107405750378878,0.0011794612631327727,0.2779103198475906
nDTNgSf1IZKz-qHXySxG1w,Kung Fu Restaurant,Calgary,,50.8793146,-114.07299340000002,chinese,3.0,2.0,0.023220391380490427,0.10405177202980664,0.02688263912869471,0.5937763594961499,0.041029134797836556,0.21103970316702178
nG0OoboGrModOpvmxL93lA,Feng Kee BBQ House,Calgary,,51.142924799999996,-114.0712476,chinese,1.0,1.0,0.48189316990321135,0.17723560908014907,0.04015044673984078,0.3007207742767989,0.0,0.0
neNQJHi50U4z8N-XUgRNnA,China Palace Restaurant,Calgary,,51.107697200000004,-114.0638537,chinese,2.0,5.0,0.4511698053559489,0.2263211444317767,0.1263228582691909,0.1326185259789869,0.0027350282589306057,0.06083263770516588
o9VNxVLvlaY3qK5IXue31g,Red House Family Restaurant,Calgary,,51.0595164,-114.09475309999999,chinese,2.0,1.0,0.13550791966288805,0.05354454890889875,0.04770508179506943,0.054393000900127074,0.5801525897258535,0.12869685900716318
pS_AReTDAwTc6YebrCdi1Q,Lido Cafe,Calgary,,51.0535877,-114.08559890000001,chinese,1.0,4.0,0.8801520040056342,0.0,0.06468579769738629,0.0,0.0,0.05516219829697958
qG0W_SEJElhnfvv29Zac_w,Pebble Street Restaurant,Calgary,,51.0613204,-113.98469899999999,chinese,2.0,1.75,0.16422350402317012,0.12452449955396339,0.04172678320558513,0.3233562960958824,0.006360187943366789,0.3398087291780322
qJd19Ub5E5oPLEB42N1a-g,Little City Chinese Food,Calgary,,51.0817994,-114.06139420000001,chinese,,1.5,0.06079460463643013,0.22316810144745042,0.06736129880338353,0.4252122200129835,0.12923112346090518,0.09423265163884724
r4MUq8ugq7-BL0R_G9onfg,Golden Central,Calgary,,51.0964407,-114.06060649999999,chinese,2.0,1.75,0.11770177806856291,0.11838995584917683,0.20569173252447986,0.25495047157489564,0.010056892921464302,0.2932091690614205
r686UypLrXp4R8fZ71txDg,Chinese Cultural Centre Cuisine,Calgary,,51.051305799999994,-114.06550530000001,chinese,2.0,3.0,0.18254604799663607,0.5712615918877352,0.0419102205945934,0.04726292994277497,0.11901411217539225,0.038005097402868136
r6OIhP8WYalY2OGYDZL6Lw,Emerald Palace Restaurant,Calgary,,51.098620700000005,-113.9622017,chinese,2.0,3.0,0.26135445554973546,0.4146367276186322,0.05668132235734117,0.0913125005039392,0.07102006307079621,0.10499493089955568
rO9X1ge-xQZInuy5HYIOIA,Two Penny,Calgary,,51.040940899999995,-114.066177,chinese,3.0,2.0,0.1081617143950199,0.3343012500684219,0.058407395422658076,0.24808575880218564,0.13234375208898158,0.11870012922273293
rZfx5LVnSBeLtlXqhLhrCQ,Chili Island Chinese & Thai,Calgary,,50.932293,-113.970863,chinese,2.0,1.375,0.3053531417582271,0.16011096382691076,0.016495210068225633,0.21365557041121833,0.09128566599017454,0.21309944794524371
rwIX_RFBEPOjMRyA32d2Ew,Bluefin Sushi,Calgary,,50.9656607,-114.074168,chinese,2.0,1.7,0.3201223951865602,0.0802541221258883,0.04189257717181307,0.36041417077380994,0.04364306068029058,0.1536736740616379
sdMISc22hQ2hiq40qRzt1w,Edgemont City Asian Cusine,Calgary,,51.1269347,-114.13932849999999,chinese,2.0,1.0,0.31374441523505614,0.016458006696857798,0.0032131775154922836,0.4055210609889362,0.0055527170746124425,0.25551062248904516
son5zqSkWAZrZNGmhuPAZw,Dragon Gate 2,Calgary,,51.0378497,-113.9709551,chinese,,2.0,0.4924454110984828,0.3521061342739955,0.0,0.0,0.03669386609259391,0.11875458853492794
t_rnyBYcjuCa5m-HWU0ZwQ,Dragon Pearl Restaurant,Calgary,,51.04142061899999,-114.035322004,chinese,2.0,2.25,0.14532456301993338,0.2944217105038226,0.08378551506405416,0.24592703672054897,0.20862475111953613,0.021916423572104785
tp0C47QmLKPcZg3PP6mdbw,Golden Moon,Calgary,,51.0417551871,-114.09508078299999,chinese,,2.5,0.0,0.18703905159398163,0.01768515561177341,0.11448017946350326,0.6807956133307417,0.0
u5O8CdzmX0wldraq7zFzwA,Cafe100% Devoted,Calgary,,51.142501583199994,-114.07171221899999,chinese,,2.0,0.040063019174835464,0.0,0.0,0.5784988977195838,0.0,0.38143808310558075
umN-Nj23wd1-kH7hkAneFg,Auntie's Chinese Burger,Calgary,,51.0503479,-114.06081100000002,chinese,1.0,1.0,0.20190460350653783,0.3539730224847663,0.036496571050597094,0.0,0.030215140853563548,0.3774106621045351
vflFNEBMH1GSSjvZx3ItdA,U & Me Restaurant,Calgary,,51.0506432,-114.06292340000002,chinese,2.0,1.8333333333333333,0.20482367083657613,0.035617399965362416,0.1802877321133389,0.17168707378044176,0.07665455660305236,0.3309295667012285
vnVteOrD56j6D6wA5Qi2dg,Han's Restaurant,Calgary,,51.0500812,-114.06311059999999,chinese,2.0,4.333333333333333,0.27472438161823215,0.0017787907045717635,0.1902068555428429,0.19588572324155998,0.0,0.004070915559459878
vxaFYMI3xdrdsFCaJI-Zcg,King's Restaurant - On Barlow,Calgary,,51.0526332,-114.0008878,chinese,2.0,2.2,0.1861419929807017,0.5099689697906934,0.060719261542237876,0.17178353279165823,0.02998118275088098,0.041405060143827874
vyqyHNf0CkYgmEhfrTPcog,Fortune One Chinese Restaurant,Calgary,,51.086242600000006,-113.96203329999999,chinese,,1.0,0.022025496924592495,0.666522679475131,0.0,0.0,0.2361611137641995,0.07529070983607701
w57jrfwJyRBzqZq0Sf5zxQ,Bubblemania Cafe,Calgary,,51.066584000000006,-114.05385600000001,chinese,2.0,2.2,0.346074430111836,0.22941061821410674,0.009952224068145107,0.27606334640085434,0.0012974335721413486,0.13720194763291652
wY4CE59lES6SHsaF1RYDBg,Kam Han Szechuan House North,Calgary,,51.0323638,-114.04583020000001,chinese,2.0,1.75,0.2277290725703176,0.13878391422896474,0.004224637769043218,0.24361134109575808,0.2546561483410982,0.13099488599481815
wgAPiE2YllXAYOHPWPGc_w,Kam Han,Calgary,,50.941474299999996,-114.0687253,chinese,2.0,3.0,0.36559989347481375,0.0617750901933943,0.2062079431323257,0.0,0.15682791194859436,0.20958916125087182
wwI9KGu-g9UZsQAqeU7irw,Wonton King,Calgary,,50.990590000000005,-113.957673,chinese,2.0,1.0,0.2436063168812004,0.6079328081833946,0.001802773882273318,0.03895033713138426,0.07041959775920284,0.03728816616254456
xRugkNACWUoL9RFDkW1v9g,5spice Noodle Garden,Calgary,,50.983478327200004,-114.014825781,chinese,2.0,1.0,0.7366271947728271,0.0,0.0,0.0,0.0,0.26337280522717293
xU3ugCpRuwwI68NRAlKqfg,Petite Cuisine,Calgary,,50.995151,-114.07426399999999,chinese,1.0,1.0,0.03262448347139286,0.0,0.0,0.0,0.6737530376554356,0.29362247887317156
ywHZ6FiU4ZuXOh2cnc_idg,Dragon Palace Restaurant,Calgary,,50.9795984,-113.99735840000001,chinese,,1.0,0.3617696860267289,0.006008777300643717,0.0,0.39927946798930564,0.020289826234322413,0.21265224244899944
zLNUZ0xCgf4xaMpIB8J3BQ,Pine Lake Restaurant,Calgary,,51.048572899999996,-114.06181550000001,chinese,,1.0,0.3022972829269644,0.0,0.6755415987096676,0.007413943135905829,0.0,0.014747175227462302
zi1a03avfAZO43vwX1gNkg,Long's Chinese Food,Calgary,,51.0378441,-114.0957488,chinese,2.0,3.5,0.04582985958192475,0.28730102471695074,0.09336944901788469,0.34954431098488314,0.12073145402614804,0.10322390167220873
