,business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Table Availability,Pizza/Crust,Pasta/Sauce,Customer Service,Waiting Time
0,-7-uHFjQLH_uxPauYtd8iA,Prego Cucina Italiana,Calgary,,51.052572,-114.06873970000001,italian,2.0,1.0,0.3036602570189998,0.0011627388900542048,0.23749512795567948,0.456018762812228,0.0016631133230385815
1,-D2vGSq_SvuCmHdqsDxzeA,Sugo Caffe Italia,Calgary,,51.0419065,-114.0360567,italian,3.0,2.1666666666666665,0.3313410614651671,0.010232333111618632,0.20776925734636142,0.3614211028713974,0.08923624520545542
2,0LL9gKKj8AWOZBYeh_tk0g,Avenue 16 Kitchen & Bar,Calgary,,51.083142206800005,-114.20700542799999,italian,2.0,1.5,0.34583595963400526,0.0,0.04490565065967707,0.2664554052577464,0.3428029844485714
3,1KxcxGMRy-hMwkdl9EN3KQ,Fiore Cantina Italiana,Calgary,,51.0379349788,-114.07671361,italian,2.0,1.5,0.3565571751994546,0.0,0.29908773869758387,0.17433482687615878,0.17002025922680267
4,1Uco6roZusuNYST18eqPhQ,Spinelli Italian Centre Shop,Calgary,,50.9631975,-114.0601821,italian,2.0,3.0,0.0,0.5785528382890897,0.0,0.04642749040462154,0.3750196713062888
5,1tUUCVKiFRfocWjKJgL3Gg,Domino's Pizza,Calgary,,50.9324294753,-113.983096836,italian,2.0,1.0,0.017696438034364003,0.3370379518634433,0.0,0.39718107964615146,0.24808453045604123
6,3JnZTwqbR2E3Z0iLB_7BjQ,Via Cibo,Calgary,,51.038632,-114.094402,italian,2.0,1.0,0.49921308803979286,0.013235120562481795,0.0,0.10340960189613942,0.38414218950158596
7,3n6Ki1m1Qwy3KK3asRPgHQ,Famoso Neapolitan Pizzeria,Calgary,,51.0321985,-114.07193070000001,italian,2.0,2.0,0.14241936081228138,0.4679470752244663,0.1808909706718496,0.15619300546055503,0.0525495878308478
8,5DqyJuZfKTjZnwz38pSV9w,Pizza Hut,Calgary,,50.932503499999996,-113.9703761,italian,1.0,1.0,0.0,0.27197802769897167,0.09118147737113141,0.10298612347561381,0.533854371454283
9,6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,american,2.0,1.3333333333333333,0.28223469009154,0.07605378416821497,0.27967432253047486,0.1461444634627257,0.21589273974704448
10,6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,italian,2.0,1.3333333333333333,0.28223469009154,0.07605378416821497,0.27967432253047486,0.1461444634627257,0.21589273974704448
11,6jFpRzEinLn52YafGytaGg,Pizza Hut,Calgary,,51.1379887,-114.158837,italian,1.0,1.75,0.03993389829352724,0.39778159228420046,0.015136110246919455,0.024498408193100927,0.522649990982252
12,72mOsnHEjZOPNNDyiqAVEA,Green Olive Italian Restaurant,Calgary,,51.069432,-113.93383100000001,italian,2.0,1.0,0.0,0.0,0.0,1.0,0.0
13,7H2mRn5Z9v65Ii0juNWhww,Buon Giorno Ristorante Italiano,Calgary,,51.037824,-114.08091499999999,italian,2.0,1.8,0.3287073746024817,0.00464991169362714,0.2540883408125085,0.35592772707414555,0.0566266458172372
14,7YV-tNbr2-5rbf0atsntsg,The Old Spaghetti Factory,Calgary,,51.0506705859,-114.06986191,italian,2.0,1.4545454545454546,0.19511203021103166,0.013337895107027738,0.30574303714839696,0.3055260100427866,0.18028102749075706
15,7uJ9hTBllj6pB3CBlFV97g,Why Not Italian,Calgary,,51.0486407624,-114.186460558,italian,3.0,1.0,0.3996850122962611,0.010615102927747491,0.17021828723893365,0.37255550747031213,0.04692609006674559
16,8E_EuXDOFmwGLbDVwkO21g,Bonterra Trattoria,Calgary,,51.0434805715,-114.08121995799999,italian,3.0,3.0,0.1904133063742426,0.0,0.5413855146739807,0.0164945636686728,0.25170661528310395
17,8cV1ZgT9rhhj-uQOBKJpag,La Brezza Restaurant & Cafe,Calgary,,51.053378233900006,-114.040612869,italian,3.0,2.0,0.10999756281516386,0.06229778533778037,0.4523484352003592,0.37535621664669655,0.0
18,8h7iYO4WLnzpqEj8dozjIA,Sorrentino's Bistro-Bar,Calgary,,51.0357532,-114.1675514,italian,2.0,2.0,0.39248484796633687,0.26758507395656633,0.33993007807709674,0.0,0.0
19,8tsHVHhr5oWaCFL1ObffnA,La Vita E Bella,Calgary,,51.0411974,-114.0559676,italian,3.0,1.8571428571428572,0.13257572277420687,0.05179625660873316,0.25753122913030546,0.47883258311057214,0.07926420837618231
20,9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,american,4.0,2.0,0.0,0.027291155058841183,0.666722680810797,0.0,0.30598616413036184
21,9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,italian,4.0,2.0,0.0,0.027291155058841183,0.666722680810797,0.0,0.30598616413036184
22,A8H1dW49CEXj6vWKc2G-3g,Vero Bistro Moderne,Calgary,,51.0530724106,-114.08609953,italian,3.0,2.5,0.2820314729446967,0.03219056598021684,0.15209712819606067,0.39574039188195215,0.13794044099707367
23,APpZ6wQ0kkTf01trskWOoQ,Gus's Cafe & Pizzeria,Calgary,,51.067437,-114.12844679999999,italian,2.0,3.0,0.0,0.3689698229067393,0.38925234553390076,0.0,0.24177783155935992
24,BGX5dWkh-0jl4_wpSaWtbg,Teatro,Calgary,,51.0457832,-114.0590836,italian,3.0,1.75,0.3051719210138769,0.01062473934072167,0.3108132280854203,0.2465728620410207,0.12681724951896048
25,B_78aIW4rO4kLN1SeSQPCw,Caffe Francesco,Calgary,,51.029669,-114.13618400000001,italian,2.0,3.3333333333333335,0.03518336785969043,0.42725360439704785,0.2415217262382455,0.04156174551873352,0.25447955598628264
26,DMwv32s6bNPpGZY9sq8aKw,La Brava Sheesha lounge,Calgary,,51.0405369,-114.0658705,italian,2.0,2.5,0.2993279867565982,0.027995858908033515,0.10151549728020814,0.5711606570551602,0.0
27,DY9N1xz75YDAywlWkcqtmw,Carlianos,Calgary,,51.0204314,-114.06058259999999,italian,,1.0,0.2811555244491269,0.06883479123347645,0.011654179883262004,0.30224156985256617,0.3361139345815685
28,DloSSIe5sulfUwJvduktCw,Boston Pizza,Calgary,,51.0006521664,-114.074887935,italian,2.0,1.3076923076923077,0.35842628135401683,0.07322559560096564,0.08032548701696438,0.2291150596632735,0.25890757636477957
29,E5R5l-wzFWeyiyUILKTnwg,Amantea Italian Restaurant and Market,Calgary,,51.04120579999999,-114.0659739,italian,2.0,2.0,0.08756232867560537,0.03915006961338116,0.7103157079449337,0.024658912309099803,0.13831298145698
30,EM3MYJEsbMkzLV3P0rY69g,The Garden Kitchen & Bar,Calgary,,51.0475594,-114.07566709999999,italian,2.0,1.0,0.13215873291694005,0.049355778459437595,0.20130793904869168,0.40852870887296794,0.20864884070196266
31,FyTX0kl3D2VJ1jp1HRXALg,Mercato Italian Gourmet,Calgary,,51.032680799999994,-114.0713004,italian,3.0,2.857142857142857,0.1301718502238632,0.021199872173220773,0.35394458850978455,0.3737991761845309,0.12088451290860065
32,G2uVZcjBOdJTbG_XQLy-Gw,Bona Roma Pizza,Calgary,,51.0846314,-114.2074075,italian,2.0,1.0,0.0,0.05714273189829001,0.013336059776949738,0.6591666711130669,0.2703545372116934
33,GH5bmoypXJ4EWdNW1Oqw_w,Scopa Neighbourhood Italian,Calgary,,51.0723959,-114.0624899,italian,2.0,1.3333333333333333,0.1073544669037071,0.04129402395386891,0.5589349754766333,0.13585718201210528,0.15655935165368542
34,H6iQEpsuTy_w6t6thkvOSQ,Pizza Hut,Calgary,,51.1547861,-114.1057621,italian,2.0,1.0,0.0,0.5663999264666028,0.07751395301824722,0.1367427658140349,0.219343354701115
35,HVfxVd456fF71ph0pvbd-Q,Da Guido Restaurant,Calgary,,51.0699523,-114.06276670000001,italian,3.0,2.25,0.1906437306830277,0.01913158915875062,0.25748015383530665,0.4555360128483028,0.07720851347461219
36,HnFZtiZvFPZ9RRZE4z7gEg,Mozzarella,Calgary,,51.0288615,-114.09474809999999,italian,2.0,5.0,0.26857587012554013,0.06904036567043326,0.021999841337963507,0.25234244542894374,0.38804147743711925
37,Hymhw4qxQzITpUeM1PYKLg,Pasquales on Macleod,Calgary,,50.9928416732,-114.070780701,italian,2.0,1.0,0.5192119411982807,0.011713940051543451,0.34146235359290367,0.12761176515727213,0.0
38,JH0hzxsWwiOMqptIL0axBQ,IL CHIANTI RESTAURANT,Calgary,,51.070634999999996,-114.0563077,italian,3.0,1.75,0.48460092348756073,0.009485966736021546,0.2419000423739735,0.2376416185093258,0.02637144889311845
39,JOAUIWLFcLbZYEXu0dXl3g,Sassi Kitchen & Bar,Calgary,,51.034937,-114.071262,italian,3.0,1.4,0.039040147794219264,0.04056488643697175,0.3205395249596542,0.5534847291029138,0.04637071170624098
40,JpPJ2UdtuV6zLKyuPX6wqA,Dolce Sapori,Calgary,,51.0521376,-114.0887033,italian,3.0,1.0,0.183464231150701,0.00959477979511403,0.0,0.4515069209352948,0.35543406811889017
41,K4XrFK0XABd_A3TE38I9Gw,Villa Firenze,Calgary,,51.053441,-114.05107959999998,italian,3.0,3.0,0.0,0.0050114680455575385,0.9783276475025732,0.016660884451869265,0.0
42,K8md000ZZrGywrvmKkQdQg,The Old Spaghetti Factory,Calgary,,51.0557005514,-113.981230653,italian,2.0,4.0,0.35127789458374625,0.0,0.41666199815913263,0.10728463128203826,0.12477547597508287
43,KLo5cYXRSs9YdgBeRn86NA,Little Caesars Pizza,Calgary,,50.942163341400004,-114.046151594,italian,,3.0,0.18106350087444048,0.29778556559547636,0.08546517511303452,0.33203627230944205,0.10364948610760662
44,KMnFlu3SifyKWKVeMX1UFg,Olive Garden Italian Restaurant,Calgary,,51.0529559,-113.98264909999999,italian,2.0,2.0,0.4254071597477447,0.008520353882940495,0.25049487560539074,0.18935450511414878,0.12622310564977532
45,KOZwtZQCDXykE-nF6AzT-g,Famoso Neapolitan Pizzeria,Calgary,,51.016869,-114.168888,italian,2.0,1.6,0.04968224334221909,0.5146742891077587,0.09400320039824683,0.21095751393817022,0.13068275321360517
46,KhxtCnJa4XgWlGdvi2cXsA,PZA Parlour,Calgary,,50.9671898505,-114.072551835,italian,2.0,1.75,0.19033701920534174,0.5716606935991606,0.0235675852491143,0.2124042734486061,0.0020304284977773687
47,LZfiIseoYmmtvkNu8to4Ww,Chianti Cafe & Restaurant,Calgary,,51.0809559787,-113.994164016,italian,2.0,1.8888888888888888,0.00886379756865459,0.007768714797051959,0.5471683305862886,0.2872553978802043,0.14894375916780064
48,MXkLaEOd42RuWyQddE5noA,The Eatery By Capina's,Calgary,,51.0410154,-114.0334186,italian,2.0,1.0,0.0,0.06847560775045318,0.5940789575265188,0.0,0.33744543472302785
49,N12cTd2A0dXSrXJ2fN3_Jg,Lorenzo's Pizzeria,Calgary,,51.037581,-114.0724697,italian,2.0,1.5,0.09136906964623379,0.43744602608455113,0.0,0.10957388153514262,0.3616110227340724
50,NAgoWG7WcFmQ3fwEu8q9Bg,Chianti Cafe & Restaurant,Calgary,,51.12581478640001,-114.198571662,italian,2.0,2.6,0.12330002119908486,0.014813962805974306,0.3195017790870755,0.2295861722087901,0.31279806469907523
51,NUXYe9fDv-sp9RrDks7A5A,Via Cibo,Calgary,,50.9324452236,-113.967715074,italian,,1.0,0.0689749952843531,0.0,0.9191889081286397,0.011836096587007095,0.0
52,NWxHg4EAP_b-jxUnDipTIw,Toscana Italian Grill,Calgary,,50.9785551,-114.0700768,italian,2.0,1.75,0.12272596354432772,0.16432199443298331,0.09801057665388915,0.5305382082944022,0.08440325707439764
53,OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.042074799999995,-114.0360822,american,2.0,1.0,0.261421746699013,0.0,0.0,0.5451559328199693,0.1934223204810176
54,OAchWMLU-guo6wdIjdlt0g,Madison's 12|12,Calgary,,51.042074799999995,-114.0360822,italian,2.0,1.0,0.261421746699013,0.0,0.0,0.5451559328199693,0.1934223204810176
55,OlkZYHack2-3imdlv8vazw,Spaghetti Cafe Prairie,Calgary,,51.0724431,-114.16326740000001,italian,2.0,1.0,0.0,0.0,0.8506962473019375,0.10483042319307145,0.04447332950499104
56,PJnWLn9pMpwZxKuOf_rgNQ,La Viena,Calgary,,51.0671238,-114.07911200000001,italian,2.0,1.6666666666666667,0.24302443478797833,0.0509009426652296,0.32086269736957784,0.19969723900986167,0.18551468616735253
57,PMs-6_TdwGtkGeOkRH5iFg,La Luna Rossa Ristorante,Calgary,,51.0736124,-114.0559189,italian,3.0,2.0,0.0,0.02931324575560446,0.515349178062031,0.4049131860532351,0.05042439012912936
58,PkDghu4aan2_wxrhXjTEgg,MiraKuru,Calgary,,51.0377777046,-114.073351391,italian,2.0,1.5,0.4476233333978754,0.0078123182490857255,0.09363876711181825,0.3374446426776658,0.11348093856355487
59,Qldxc_J7okoyKDlDtIp1Rw,Scarpetta,Calgary,,51.042700399999994,-114.03932420000001,italian,2.0,2.0,0.28366182230763143,0.3162959067447178,0.05720649788336596,0.2702681735448825,0.07256759951940232
60,QmzNXhOAbMfWc8z8OcILPg,Olive Grove Pizzeria,Calgary,,50.951053,-114.002982,italian,2.0,1.25,0.050576984354219215,0.17005465420912866,0.17199332793271518,0.21593159102804343,0.39144344247589347
61,R8zD7s6OJqLr6SBrHUAgrg,The Living Room Restaurant,Calgary,,51.0381040967,-114.07244333,italian,3.0,1.7142857142857142,0.31531700235023347,0.02082849309565351,0.08515514498462169,0.4202136046915097,0.15848575487798164
62,R9TUPnKloS893snDwo1svA,San Remo Ristorante,Calgary,,50.915677200000005,-113.96188319999999,italian,3.0,1.4,0.4054568877192276,0.11516616945866831,0.09764536886567562,0.20807031887092053,0.17366125508550795
63,S2uaTRS_3DOjrgaZogrQZg,Posto Pizzeria and Bar,Calgary,,51.0435791396,-114.08121611600001,italian,2.0,2.0,0.2564974850163159,0.2080830300527683,0.19141889925552136,0.2594020493939732,0.08459853628142118
64,S3M2mwkiGtfw0kO8qnjBWw,SS106 Aperitivo Bar,Calgary,,51.0592309,-114.0541527,italian,,3.0,0.2792840071284967,0.0667673580340899,0.0,0.6539486348374134,0.0
65,Sj2Ybr68iQotmwyOxDPhDw,Calabro,Calgary,,51.0230141,-114.05675349999999,italian,,1.0,0.1033663723425005,0.0,0.0,0.43018526365584014,0.46644836400165934
66,TvNxCwvIaHPO4QL5S2MzTw,Olives,Calgary,,51.0415154,-114.05367720000001,italian,3.0,1.0,0.1880159887024539,0.0,0.13727967556174872,0.2338937636572331,0.4408105720785643
67,UBFdSXo4CrvtHwtmTjBlBg,Thats Italian Too,Calgary,,51.111501200000006,-114.0556392,italian,2.0,1.5,0.10652015801395336,0.011926362864977308,0.08001442910136913,0.21226392029867586,0.5892751297210244
68,WPKmKKuAuh22Nf369JYvNw,Pizza Hut,Calgary,,51.013085700000005,-114.1399128,italian,2.0,1.4,0.005359129623749496,0.6553388925220894,0.016841595310035314,0.14588961258277236,0.1765707699613534
69,X-dlBiQcv-BcKQPEvs3cig,Rea's Italian Cucina,Calgary,,51.089407,-114.052927,italian,2.0,1.0,0.047383834274364836,0.025925864264703613,0.039837761108305815,0.7313474521616157,0.15550508819101008
70,XBLolmhUEbRqFsYGOvx_8w,Country Pizza,Calgary,,51.1422458,-114.0705392,italian,,1.0,0.024248518381280077,0.22948156875457112,0.5195651616925752,0.17242371938197026,0.05428103178960324
71,Y5Uon-0OaxDZNgFcyAQCfg,Giuseppe's Market,Calgary,,51.04120579999999,-114.0659739,italian,2.0,1.8571428571428572,0.1402933704757256,0.09411877247742677,0.3129946024827324,0.1840729971797852,0.26852025738433
72,YQ-I5vGgZJvDlFfqecos7w,Centini Restaurant & Lounge,Calgary,,51.0455849,-114.0610199,italian,4.0,2.0,0.24785759368078217,0.026992708095569418,0.3106272473545738,0.40484969746046107,0.009672753408613607
73,ZjJ1n-MmnZ9D2dFjKphoBQ,Mercato West,Calgary,,51.0607962132,-114.21252563899999,italian,3.0,2.0,0.09807310901882928,0.0,0.0,0.9019268909811706,0.0
74,_RyPa5rbrTbc7Z5to5hx7Q,Pizza Hut,Calgary,,51.035965999999995,-114.16663100000001,italian,,1.3333333333333333,0.02187133086689741,0.7363025205528301,0.008866946138076042,0.04958054075694509,0.18337866168525138
75,bLHkYNWd1ekJZVddTkekeg,Cucina,Calgary,,51.0456848145,-114.072540283,italian,3.0,2.5,0.27083341025680735,0.0047013332086693095,0.17737933463452138,0.23609139897447134,0.3109945229255306
76,bT6I_CulpS7ga584mjf3Ig,East Side Mario's,Calgary,,50.996067,-114.073148,italian,2.0,2.0,0.30948813333107217,0.02876098460546016,0.2604230436866655,0.3283428380226936,0.07298500035410858
77,bWkMyQMU4HebrKCQZaknzA,Borgo Trattoria,Calgary,,51.0381281,-114.0803104,italian,3.0,1.875,0.43012082416568553,0.032762695908087884,0.11132913606451436,0.27634428195317545,0.14944306190853676
78,b_f8-IHP6sLupYXef3nrRA,Bottega Tratttoria,Calgary,,51.00387297859999,-114.06190454,italian,,5.0,0.0,0.20896534996550684,0.386536409293122,0.37088657058719016,0.033611670154181046
79,c0cl1oQhWX6Lj1BaVjtKvw,Pizza Hut,Calgary,,50.915053,-114.065873,italian,2.0,1.0,0.08541599562047804,0.4385932980907537,0.1390705673244618,0.07452638261784116,0.2623937563464653
80,cbbhO263uK6yVsKetbJ16Q,Pacini Pasta & Grill Ristorante,Calgary,,51.1503964857,-114.000858735,italian,2.0,1.8571428571428572,0.31085801928731444,0.08966805728575207,0.24966481574008137,0.1829293718213692,0.16687973586548283
81,dLcF-dTMwDaVMwCdb06mFQ,Garden of Italy,Calgary,,51.0721221,-113.9997847,italian,2.0,2.0,0.0,0.01897768318093232,0.7662762694259524,0.06560065183862746,0.14914539555448794
82,dQ2ysS-K44qg9NItIM20yA,Chianti Cafe & Restaurant,Calgary,,51.038004,-114.09541399999999,italian,2.0,1.5454545454545454,0.1394329536933605,0.031898159595191065,0.47445025533735075,0.21282028633507044,0.1413983450390272
83,dSjGHnS9iw0k0FgVJoSwxQ,La Trattoria D'Italia,Calgary,,51.088201500000004,-114.0523926,italian,2.0,1.0,0.5747672105217118,0.03722561512813333,0.019929386891805113,0.10291286357667302,0.2651649238816769
84,df3X3fIH59iw0LDynAKSlg,Pizza Hut,Calgary,,51.073674,-114.16481,italian,,1.3333333333333333,0.0,0.6285588858446778,0.006956538509937782,0.02519018755739633,0.3392943880879882
85,eLF59Mc9s8JF4UPIjgdrTA,Famoso Neapolitan Pizzeria,Calgary,,51.1377194607,-114.15965952799999,italian,2.0,1.6666666666666667,0.16805973405729047,0.48227703253935267,0.0469217993024321,0.11438689180961459,0.18835454229131013
86,eUaIziadfS6NTPsfITWGQg,Il Sogno,Calgary,,51.051967299999994,-114.05169950000001,italian,3.0,2.0,0.0,0.06300134391085738,0.043846157229408426,0.6983315463512126,0.1948209525085216
87,galEX_f54SIuh_BdzURK4A,Osteria De Medici,Calgary,,51.052848700000006,-114.08630890000002,italian,3.0,1.4444444444444444,0.28271243403614904,0.021556503302124573,0.0837987790943959,0.5187512660120839,0.09318101755524666
88,gwfyZskTICc0yEg_Vz0xiw,Bella Roma Restaurant,Calgary,,50.9969185967,-114.118843356,italian,2.0,1.0,0.07299258670961184,0.23266830619865797,0.05862615543802138,0.6004068350831455,0.035306116570563296
89,h0uNb159GRdh9FcVboJA5w,Italian Kitchen,Calgary,,51.0493041,-114.06949270000001,italian,2.0,1.0,0.6736388146891354,0.0,0.0,0.007137551894174868,0.31922363341668974
90,hhlzZ7bUHpwPt9LJQHUXHg,Chianti Cafe & Restaurant,Calgary,,50.956159,-114.071045,italian,2.0,2.142857142857143,0.1392523981949636,0.040732478713334117,0.5181537228409705,0.2098442592616875,0.0920171409890443
91,iRJ9JjAQjsBgmF4yKT4fCg,Brooklyn Pizzeria & Taps,Calgary,,51.152755310399996,-114.21565631600001,italian,2.0,1.5,0.0919223439403706,0.5823567667534343,0.13306345114554508,0.08458894433885097,0.1080684938217991
92,iRP-CnLzC3QYuDpRSQZKiQ,Ristorante Pulcinella,Calgary,,51.0521269,-114.0887197,italian,2.0,1.8181818181818181,0.14168012072537736,0.6571906964960277,0.047089027273704384,0.08985101189577814,0.06418914360911253
93,jrsWzQH-3s5jxMDUiaJzAg,Madrina Italian Steakhouse and Lounge,Calgary,,51.07108710000001,-113.98065659999999,italian,2.0,2.0,0.06981175602643463,0.0,0.022896194531910753,0.2003044609313191,0.7069875885103355
94,lO5DVzxikN8Ibpp5Xbj2PA,Peppino,Calgary,,51.052645086300004,-114.090962914,italian,1.0,3.5,0.0,0.04449626983506793,0.20873289837460063,0.41267623050977087,0.3340946012805606
95,mOoHbDJF5t20OpD9z4uIcg,Via Cibo,Calgary,,50.9842156991,-114.043225722,italian,2.0,1.75,0.1526631771902341,0.08097956051057038,0.36235385853428986,0.19410965695239332,0.2098937468125123
96,mfDZpxdbwh5ME5Y-UnQcyA,Bocce,Calgary,,51.033184399999996,-114.0718928,italian,2.0,1.75,0.06160749108957174,0.5921757543243691,0.13364637896962678,0.09609771392892913,0.1164726616875032
97,nuuqDBCPz82rk2jm1-yi_w,Amici Italian Grill,Calgary,,51.155469000000004,-114.056779,italian,2.0,1.4285714285714286,0.1642004280298708,0.10929754233809749,0.10255906968342546,0.30130234614615464,0.3226406138024516
98,prs12x9FALUNGhXQcjfgEg,Sepino Italian Grill,Calgary,,51.1195667,-114.15437469999999,italian,,1.0,0.2509418815758103,0.03654763942303128,0.09802302342229108,0.5447878040753245,0.06969965150354292
99,qgSaDRRKMe5J5fwhjv88oQ,Brother's Pizza & Donair,Calgary,,51.037352,-114.14429609999999,italian,2.0,1.0,0.06199938749274539,0.18880876273060956,0.3248882773937329,0.2188432308400211,0.20546034154289117
100,rxKgpoYKLOoOa9ku-OCQyA,The Place Steakhouse,Calgary,,51.0852903,-114.17813429999998,italian,2.0,2.0,0.0,0.6309595902616222,0.018559485665531138,0.3504809240728467,0.0
101,s7LqutLZtfk-W4CcY21uTw,Pizza Hut,Calgary,,51.038626799999996,-113.9667961,italian,2.0,2.0,0.47280493071147517,0.384345196329936,0.0257617655618763,0.11708810739671241,0.0
102,tWjfgVtTD5n01Cq9dFWGsA,Cibo,Calgary,,51.0379268,-114.08502460000001,italian,2.0,1.8181818181818181,0.213530795589025,0.05477608375573513,0.33467636916402815,0.35088165887885764,0.046135092612354094
103,u1FG19aFIaiUdQNrrsvi4g,Cotto Italian Comfort Food,Calgary,,51.0545119,-114.08556840000001,italian,2.0,2.0,0.5311034381956979,0.00035064247330336023,0.06185383571897844,0.0,0.40669208361202036
104,vNY06yGHEB-SNssKo3QR7A,Niko's Bistro,Calgary,,51.05241229999999,-114.09129240000001,italian,2.0,1.5,0.26888922650032787,0.018665038056132816,0.17384768048389246,0.46888502139905497,0.06971303356059194
105,w3PfX6FXRzeFOiqdI3ii6g,Stromboli Inn,Calgary,,51.0534665,-114.05086090000002,italian,2.0,5.0,0.3292058934844003,0.6707941065155996,0.0,0.0,0.0
106,wkWRSubb5Um4xj1Qnim-Ow,Carino Riserva,Calgary,,51.033555,-114.07152099999999,italian,3.0,5.0,0.4206140107738254,0.029002093994162922,0.4157231489807187,0.036373218847342785,0.09828752740395019
107,wmlvUKOLjzQ0uhgzOwl_KA,La Viena,Calgary,,51.0525156,-114.1104148,italian,2.0,1.5,0.04834298518584364,0.0,0.44292845351287213,0.5087285613012842,0.0
108,wqFKBuphOcb7dQFB4VF4Vg,Il Centro,Calgary,,50.9994249,-114.0691979,italian,2.0,2.3333333333333335,0.0,0.16705167240739013,0.16120413345852225,0.6675434086415409,0.004200785492546612
109,xl_sqaf2p1y6sAOULeyrfw,Involtini Ristorante,Calgary,,50.9721942474,-114.119089123,italian,3.0,1.5,0.05651592046767754,0.13788464409695225,0.3368243055966634,0.17155319427753998,0.29722193556116694
110,yI_HnpZq48rfLl2zM5wikw,Vina Pizza & Steak House,Calgary,,51.0548223,-114.1057886,italian,2.0,5.0,0.0,0.8929769228423997,0.0,0.10702307715760025,0.0
111,yMIJLDOIb-J-JLPaBtHPDA,Via Cibo,Calgary,,51.1607220272,-114.068202453,italian,2.0,2.5,0.10186294231176322,0.2056413219925225,0.51900242446782,0.0834763611607561,0.09001695006713821
112,z_HWmTH5eR5iEJBfYsPvxg,East Side Mario's,Calgary,,50.9064840521,-114.066818164,american,2.0,1.25,0.26574811633093703,0.024179533556545563,0.1974572948777263,0.23840796836228206,0.274207086872509
113,z_HWmTH5eR5iEJBfYsPvxg,East Side Mario's,Calgary,,50.9064840521,-114.066818164,italian,2.0,1.25,0.26574811633093703,0.024179533556545563,0.1974572948777263,0.23840796836228206,0.274207086872509
114,ztNhD9plB8Tt_5x_mfNtzg,Abruzzo Ristorante,Calgary,,51.049538,-114.08071499999998,italian,2.0,1.0,0.7768563612670597,0.0,0.0,0.22314363873294035,0.0
