,business_id,name,city,neighborhood,latitude,longitude,cuisine,RestaurantsPriceRange2,stars,Beer/Bar,Customer Service,Burger/Fries/Veggie,Chicken/Salad/Wings,Waiting Time,Breakfast/Brunch/Eggs
0,-TSAXAz0CeNv73OAh9wu2A,Vagabond Brewery and Restaurant,Calgary,,51.0412573123,-114.05370281100001,american,2.0,2.7142857142857144,0.2019482834287853,0.2516187114856957,0.07009797752337917,0.057102440777806275,0.3476157510024373,0.07161683578189637
1,-W32WHlviv5JAmrYBXEF7A,Atlantic Trap & Gill Pub,Calgary,,50.9937557,-114.0714264,american,2.0,3.8,0.4725373870595641,0.10636107659742607,0.0549899514312403,0.05295931980578914,0.30306196771556193,0.01009029739041831
2,-ccmPDvaDFx5TbdKB1rgCA,Original Joe's,Calgary,,50.90352,-114.0585244,american,2.0,3.6666666666666665,0.49394802407057387,0.071574235072295,0.10021143702068251,0.08442308880170431,0.2498432150347442,0.0
3,-dWbB9wKYsH-HESAANWajw,Bottlescrew Bill's Pub / Buzzards Restaurant & Bar,Calgary,,51.0436825,-114.0650951,american,2.0,3.8333333333333335,0.21775492541695926,0.20563720451750345,0.07143265816936469,0.09207651901956665,0.32768715313953706,0.08541153973706876
4,-hBRP99YCr_8Xb8WG5YQmg,Moxie's Grill & Bar,Calgary,,51.047291799999996,-114.08085179999999,american,2.0,3.7857142857142856,0.28884495218387,0.20440583932289821,0.08363409021603418,0.06242035597822261,0.23236449244157023,0.1283302698574047
6,0X8G5_wbBtzwUlxonHdplA,Denny's,Calgary,,51.067934,-114.012796,american,2.0,4.083333333333333,0.23801219571336085,0.23728186033479648,0.06030996509429997,0.07415898955028306,0.35987432348029375,0.030362665826965868
7,0X8MLdXMghaBkGFTMolZcw,Moxie's Grill & Bar,Calgary,,50.9057756,-114.0669213,american,2.0,3.875,0.1586528674085469,0.3005768373065666,0.0991788642451801,0.011717637870793697,0.31696510847876214,0.11290868469015061
8,0ZVtPnEq69epPqao-RwWug,Montana's Restaurant,Calgary,,51.13058296649999,-114.009733313,american,2.0,2.8333333333333335,0.14895968064712137,0.18233173370615074,0.04942072844043918,0.13028190875126033,0.3275672524683851,0.16143869598664337
9,0jVLEi0Y5hfwApkpD25r6A,Big T's Bbq and Smokehouse,Calgary,,50.9309509724,-114.026833308,american,2.0,4.28125,0.1926532228932198,0.305342928350775,0.04673153797100545,0.08640967870386605,0.2634015833241072,0.1054610487570267
10,1-mycIcKFGbvqLE60XrwnQ,Chili's,Calgary,,51.130466,-114.01019099999999,american,2.0,3.0,0.21420257954141503,0.23543632607156778,0.0499628916789208,0.14590530817078168,0.2608517661310288,0.09364112840628588
11,1D-5uvzEiTljiq69uSjWHg,Denny's,Calgary,,51.0968723675,-114.054535567,american,2.0,4.333333333333333,0.14440421438110207,0.3297128197702995,0.06426926198186891,0.04956417517058217,0.35864228469818843,0.05340724399795887
12,1bRozVurn_mL11YGsitNMw,Swiss Chalet Rotisserie & Grill,Calgary,,51.1553574384,-114.060465701,american,2.0,3.4285714285714284,0.36517436393605934,0.19717033587172006,0.07735218747005132,0.09177027601420541,0.2191643606395102,0.049368476068453626
13,2HV17nynbxzNisVwwoU6gw,Velvet At the Grand,Calgary,,51.047152200000006,-114.06516699999999,american,3.0,3.0,0.2251721825726869,0.041487807260897853,0.017870061094814003,0.0271722249041166,0.37625898950825176,0.312038734659233
14,2LbDtx0AiftnlwrNk84S6A,Blackfoot Truck Stop Restaurant,Calgary,,51.0358856,-114.0200702,american,2.0,3.9444444444444446,0.20573784830156774,0.2478684464761616,0.08667616116195934,0.11088203150660912,0.25169406796215227,0.09714144459154989
15,2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,american,1.0,4.0,0.13997726663892623,0.05263436422861814,0.11529215480262626,0.05326597675886583,0.5569002868359186,0.08192995073504494
16,2M3tt_0FfsDiy-DDWIH4dg,Top Brass Restaurant & Cocktail Lounge,Calgary,,51.08047929999999,-114.0173933,chinese,1.0,4.0,0.13997726663892623,0.05263436422861814,0.11529215480262626,0.05326597675886583,0.5569002868359186,0.08192995073504494
17,2tvdTwgARXgu-5UVRcsc4A,Denny's,Calgary,,51.067417051599996,-114.117192766,american,1.0,3.6153846153846154,0.22807310496924135,0.17012315188967517,0.17461675208399793,0.05036093420315206,0.23593921262283551,0.14088684423109796
18,3TDeKSUV4bV_OYByJSRPUg,Van Gogh Grill & Bar,Calgary,,51.091840999999995,-114.248704,american,2.0,3.0,0.16492877735867426,0.2961766244828976,0.16571946954366068,0.08667817818809656,0.26653519183801233,0.019961758588658434
19,3_27-KlCTU3Z0vo7yNK0mw,Phil's Restaurant,Calgary,,51.0670615,-114.1142547,american,2.0,3.5833333333333335,0.36938287918716567,0.14874261541718461,0.011665326833956066,0.03800119106266183,0.32771469227726124,0.10449329522177055
20,4253zBrjbPy7VvD4X9NPnQ,Bull & Finch,Calgary,,50.9626970038,-114.087518934,american,2.0,3.8,0.14859608961462786,0.23141564593900016,0.19365789886957024,0.13924896852891347,0.05513167002438476,0.2319497270235035
21,4Bs-aIKHYp0yC0ily4j0JQ,KFC,Calgary,,51.1256643,-114.1975966,american,1.0,1.0,0.25491869879542417,0.4175335018922677,0.0,0.0,0.26782006102535055,0.05972773828695769
22,4kNWvOJUQDHQTujWsLcUtA,Steels Cafe & Grill,Calgary,,51.077239945600006,-114.00293676700001,american,,3.5,0.2554672580711267,0.2451869033053076,0.13665397390776815,0.0,0.3463118334079858,0.01638003130781176
23,51OJLUlwKQg7GV30TdoJjg,Montana's BBQ & Bar,Calgary,,51.128558078000005,-114.202841513,american,2.0,3.0,0.24268146268590235,0.1549990959548536,0.0565024357156037,0.08362884597945396,0.383304805443237,0.07888335422094944
24,57PuSod66TqlGmRzWVrjTQ,Tony Roma's,Calgary,,50.993184,-114.070923,american,2.0,2.7777777777777777,0.2506049038305365,0.2560530206683787,0.0211306248019883,0.07220995211364753,0.30017420756608515,0.09982729101936377
25,5HJ3700MJo3vAOP5y4W3kA,The Bank Restaurant,Calgary,,51.0452146,-114.0646064,american,2.0,2.6666666666666665,0.15499742936136138,0.17965921569931453,0.004304479623736428,0.04694369576743545,0.5138735742681506,0.10022160528000164
26,5QqzW0GZKqRpJVW17BRzvw,Lot 102,Calgary,,51.0522167,-114.08549509999999,american,2.0,4.0,0.22874128591434198,0.18608488171439472,0.060113787998076505,0.13765202762960602,0.3062664514674222,0.08114156527615861
27,6HMcRdUxH3xyo5dr45iWcg,State & Main,Calgary,,51.1730827,-114.1647564,american,2.0,3.3,0.1911682916526488,0.29639220075009715,0.009460180313945356,0.062390470358844395,0.2334169887433592,0.20717186818110514
28,6HtksyUb-0Otnhiy1wnNEw,D'vine Diner,Calgary,,50.9848325,-114.08314140000002,american,2.0,3.875,0.26098187159708647,0.2630268084340233,0.021755427019094886,0.1394634975127348,0.23429392762288376,0.0804784678141768
29,6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,american,2.0,2.6875,0.13924332033649167,0.26695722473813915,0.02495305946369172,0.16678404345527964,0.3585898974907098,0.04347245451568796
30,6_RfPTsGA42U5orLc9WjPw,East Side Mario's,Calgary,,51.0746076075,-113.98936088399999,italian,2.0,2.6875,0.13924332033649167,0.26695722473813915,0.02495305946369172,0.16678404345527964,0.3585898974907098,0.04347245451568796
31,6wr8nHxkj9dDzp0jzd38Kw,JOEY Chinook,Calgary,,50.996098958599994,-114.073416327,american,2.0,3.627450980392157,0.2191335033302182,0.18200648391329646,0.08468933198434034,0.10799970265083339,0.2918129956846085,0.11435798243670317
32,7VY00Tod8Joe0nx8HzRimQ,Toad N Turtle Pubhouse & Grill,Calgary,,50.8876594144,-113.825899804,american,2.0,3.8333333333333335,0.25229006635229967,0.18950453882066098,0.059602158100011994,0.16157963220104304,0.28410547611737674,0.05291812840860763
33,85GyOtl20Dtl5Y_MyPM8kQ,National on 8th,Calgary,,51.04595542,-114.067377399,american,2.0,3.35,0.239863453843033,0.24791478267189032,0.08097881804807205,0.13931860540736482,0.21988145765347747,0.07204288237616238
34,8Ivx0awBb_m1c_HKnwVZGg,Cilantro,Calgary,,51.03801513609999,-114.070579097,american,3.0,4.17948717948718,0.1332705173442236,0.23613708548275852,0.13238710817812926,0.084018135754856,0.3295192544390599,0.08466789880097288
35,8T_dbULG8RN7IyIYYisiZA,Vue Café,Calgary,,51.042852200000006,-114.0799963,american,3.0,4.666666666666667,0.2523833482878626,0.45357237400218847,0.0,0.024674258354744655,0.2504933253018451,0.01887669405335923
36,8ZSkLOUC-TV2TlsYQm_qaw,Swiss Chalet Rotisserie & Grill,Calgary,,50.973670500000004,-114.07033440000001,american,2.0,3.6666666666666665,0.09715415623843639,0.44569908600030556,0.011763802777385847,0.07871813209064987,0.30697508713301486,0.0596897357602074
37,8dnH_PcGlzECcCGk_5yyww,Briggs Kitchen + Bar,Calgary,,51.04312345,-114.069672244,american,2.0,4.289655172413793,0.2008010855479464,0.21898786018803537,0.07045423670116727,0.1126831528589022,0.2787172018282579,0.118356462875691
38,93yqHy-IpbF8B0r0C7_UMA,Bâton Rouge,Calgary,,50.9630585,-114.0079726,american,2.0,2.875,0.1425147613652265,0.1263693975219759,0.10652569397111152,0.11658648152333155,0.44866609857856166,0.05933756703979293
39,9NbXXKZ1lB7w7QaApCArOQ,Side Street Pub & Grill,Calgary,,51.052103,-114.08963,american,2.0,4.636363636363637,0.19927939224482064,0.3762241904554912,0.050997286399609015,0.04296553513855939,0.1933878710893601,0.13714572467215963
40,9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,american,4.0,4.5,0.5088420731069964,0.25243687726412123,0.027093489152035986,0.04170241342967591,0.1330429914006477,0.03688215564652289
41,9_K9P144hsMNZp_1rIGzLg,K2 Grill and Wine,Calgary,,51.0129381262,-114.140121527,italian,4.0,4.5,0.5088420731069964,0.25243687726412123,0.027093489152035986,0.04170241342967591,0.1330429914006477,0.03688215564652289
42,9j4nk2WOT6XCDRgX-lGzVA,Fritou Chicken,Calgary,,50.936799,-114.08012099999999,american,2.0,3.4,0.26185341785148525,0.1799245856460803,0.010660575421212608,0.07756448742541053,0.23041400970668136,0.23958292394912992
43,A5qHFRJOZZuEHi4yXTR2Kw,Original Joe's,Calgary,,51.022993,-114.1089916,american,2.0,3.6666666666666665,0.19723294070421707,0.1906883583743056,0.06258915252708584,0.10246715914890332,0.3247260498571115,0.12229633938837665
44,ARdkHJ748cC_7_fwViQxng,The Hideout,Calgary,,50.906373457,-114.062076715,american,,4.0,0.013371556923855287,0.0,0.0,0.0016551434081295488,0.5069511505659273,0.4780221491020879
45,Amx-KvDm_9nemssJM_X_Fg,Elements Bar & Bistro,Calgary,,51.0490702,-114.0593758,american,2.0,3.0,0.10616660591062424,0.0991504308570199,0.09786218071908487,0.11398148917297614,0.41363154010510633,0.16920775323518847
46,Aof6UNm8ZMq_YvHt0Bt7pQ,Pips Board Game Cafe,Calgary,,51.023747,-114.10799399999999,american,2.0,4.0,0.17836462442898546,0.1628894748748963,0.0692274265901591,0.11245650649968283,0.2625447261407364,0.21451724146554002
47,AwpyX4waSHSncD8ATTzy3A,Moxie's Grill & Bar,Calgary,,51.0845700846,-114.154080461,american,2.0,2.9285714285714284,0.2072058671479819,0.19033563785658106,0.019016494927575733,0.10962115564013022,0.36301461239737415,0.11080623203035701
49,AxYnJ0wYTl0wsT-840ehgQ,Original Joe's,Calgary,,50.9437190762,-114.06926330799999,american,2.0,3.888888888888889,0.12260051425694796,0.24905144710790653,0.06532211756817974,0.11430128767127504,0.3129843744657508,0.1357402589299399
50,B9Qt4Eyk3lpz2LEtGU205g,Cactus Club Cafe,Calgary,,51.0895171414,-114.00081330100001,american,2.0,4.407079646017699,0.2080045523744777,0.24747461722905745,0.07740760414235129,0.0939606592760767,0.28800348908457774,0.08514907789345898
51,BD0fn4LZ97TT485jUPFjww,KFC,Calgary,,51.0161585,-114.16741999999999,american,1.0,2.3333333333333335,0.06887091400115875,0.21964768134402335,0.15112241149151917,0.027133228057282285,0.22561968677373445,0.30760607833228204
52,BJ3AyMhTaORAu_e_J2KNEQ,River Café,Calgary,,51.0547701109,-114.07140970200001,american,3.0,4.150793650793651,0.20907584482538338,0.2569665892592454,0.08041648469812354,0.08366615906464249,0.29300293500897223,0.07687198714363297
53,BPccBipnqKrf6I823FQMMw,JOEY Barlow,Calgary,,51.081144,-114.003423,american,2.0,3.84,0.21516363683518974,0.2108348563263199,0.06770616004430297,0.12112086156118307,0.3043369957157603,0.08083748951724402
54,BQjereFoM6AXFR66Ydgp7Q,Mom's Place,Calgary,,51.038069739099996,-113.962251258,american,2.0,3.8,0.26679137575517636,0.3178910349536942,0.024606221202670815,0.05503111469476583,0.12580906981315892,0.20987118358053386
55,C3uxeV8VSiMGcdFGmos0QQ,Moxie's Grill & Bar,Calgary,,50.981476435,-114.045262756,american,2.0,3.4285714285714284,0.20012189893265916,0.10177566429307115,0.14013822499947542,0.07221292428508495,0.4266094877295808,0.05914179976012845
56,CE7o2uWmnUyTibMCa_R0Rg,Jacqueline Suzanne's Bistro & Antiquities,Calgary,,51.041610999999996,-114.03555700000001,american,3.0,3.8055555555555554,0.2408703464174586,0.19699377430836507,0.12753892232091862,0.07358917389420948,0.2819341151785834,0.07907366788046466
57,CEz-iyFJ8GvPt0DQtWjuKA,Earls Kitchen + Bar,Calgary,,51.016680799999996,-114.1673072,american,2.0,3.761904761904762,0.2513219339512358,0.23608359315179886,0.0424196699424474,0.09317141107130175,0.29317291051827377,0.0838304813649424
58,CH1uucOfkV0P-rqwzkG2Zg,Eleven Kitchen & Bar,Calgary,,51.1404495663,-114.02615942,american,,4.5,0.15521054658167246,0.342955625652922,0.06278046898027011,0.04740209997268699,0.2822243299244085,0.10942692888803995
59,CMaKoG2E3H566TwxZn-QAg,Melrose Cafe & Bar,Calgary,,51.0379549034,-114.07856304,american,2.0,3.6363636363636362,0.19340778903923786,0.19660292944047075,0.07701920145016129,0.13103403583917717,0.28344454190332813,0.11849150232762475
60,Clded60oZKiauQivIpwrsw,The Plow Western Tap & Grill,Calgary,,50.90683920000001,-114.0610193,american,2.0,4.0,0.2675031961589888,0.08139024309493148,0.09115740183132358,0.05794295830155116,0.3963868458649504,0.10561935474825454
61,DdiCaej9h3UKABO4aCZXEw,KFC,Calgary,,51.1114026,-114.05503429999999,american,,4.0,0.8754321748758463,0.06584468687560933,0.027147793286824994,0.0,0.0,0.031575344961719244
62,DrEske7G36S__6PwW8GHYg,Original Joe's,Calgary,,51.1101626864,-114.040925056,american,2.0,4.0,0.0677818732288158,0.19579867853203475,0.03432597509832562,0.13617552197345867,0.44151301237656915,0.12440493879079603
63,ETh03xxYk-yu3LgXY8H-lg,Moxie's Grill & Bar,Calgary,,51.0170664,-114.16725690000001,american,2.0,3.6363636363636362,0.18187602865715616,0.33218956288731927,0.05006550428574807,0.015119121069036744,0.3727435784722825,0.0480062046284572
64,EZ3vflgYwoBAJDrhc0TCbw,Hayden Block Smoke & Whiskey,Calgary,,51.0526549,-114.0882959,american,2.0,4.4646464646464645,0.2270570450515769,0.2275212941814679,0.029529631249131678,0.1475840460133435,0.25563454165719623,0.11267344184728392
65,EnwLYvr22hc0bJOUeSz38A,Trolley 5,Calgary,,51.03783789999999,-114.07853190000002,american,2.0,4.1911764705882355,0.23360215633738218,0.2548301716985973,0.11939514061495726,0.08634359681630854,0.24745665645787362,0.058372278074881115
66,FAxW2mH50Mh5pnBRaIFClA,Original Joe's,Calgary,,50.9627202928,-114.010136299,american,2.0,3.2222222222222223,0.24002391614832186,0.23838995968722798,0.030619321596228148,0.06377028094802872,0.32537876533653937,0.10181775628365393
68,FJql8i65mbx7Zjvt-LtqtQ,Chili's Texas Grill,Calgary,,51.0873955,-114.00260630000001,american,2.0,3.7142857142857144,0.15500454364401536,0.2105892627301819,0.11217757112934668,0.11752629803014822,0.259909401651497,0.14479292281481076
69,Flb_GvJ8d4UR2JuHyHlFzA,Thomsons Restaurant,Calgary,,51.045715799999996,-114.06233629999998,american,2.0,3.8214285714285716,0.21484785946995597,0.20771145348810613,0.07380902565236047,0.08366818695415228,0.3201817356480133,0.09978173878741188
70,FyHlGfJwHvO_QyfkRV-bGQ,The Yardhouse,Calgary,,51.037890999999995,-114.07788799999999,american,,3.111111111111111,0.2156806052002145,0.16894610294837314,0.04028496032433385,0.1027563746286962,0.21067371881911218,0.26165823807927013
72,G6PnUFDzF9vKJ2KHth0qUg,Captains,Calgary,,51.1117754633,-114.056238384,american,2.0,4.285714285714286,0.10839142801018409,0.18264074744675993,0.07834706020364868,0.16697226634508722,0.41949114870820037,0.04415734928611973
73,Gl1Gat-8W9wh8eydkslHJg,Boardwalk Fresh Burgers and Fries,Calgary,,51.125373036499994,-114.197940179,american,2.0,3.7142857142857144,0.21631572491360143,0.27727730310088655,0.027336793486121454,0.11731124128031285,0.18241096713383415,0.1793479700852436
74,H71yp3qKTyHADiiUJ3AEgQ,West Restaurant and Bar,Calgary,,51.0463715,-114.0672913,american,3.0,3.423076923076923,0.2506502944781148,0.1862509520224948,0.08680477705043364,0.1623331858240333,0.2445262335293362,0.06943455709558738
76,HOCuqi14chrfeKRqn-HuOw,Earls Kitchen + Bar,Calgary,,50.9580225,-114.07076470000001,american,2.0,3.9166666666666665,0.21902170127770185,0.18804103633345928,0.04597082423531975,0.0756757051698544,0.34521743028729673,0.12607330269636796
77,HWs2Srry3sX-plRx5JNvDw,Farm,Calgary,,51.0379717,-114.08466509999998,american,3.0,4.252747252747253,0.2545704839386112,0.26646155957347295,0.04699621320176329,0.10543141094589499,0.2584977570867004,0.06804257525355739
78,IkNY7NNNtxybDUVaImQU4Q,The Cat'n Fiddle Pub,Calgary,,51.0671356517,-114.07364129999999,american,2.0,3.3125,0.17040500688382623,0.29067639508620213,0.13556114701738609,0.08219692338673729,0.2057724948377726,0.11538803278807579
79,J2hBRdHuiSPqUzm7YiK6gQ,Five Guys,Calgary,,51.034647978900004,-114.07135438200001,american,1.0,4.4,0.222958985276927,0.28399969091777894,0.09638610706731073,0.05898057123368931,0.2208473340742962,0.11682731142999785
80,JFTN9JBOHqh_R5iwDb4jqQ,Run Pig Run,Calgary,,51.0376174,-114.0733081,american,,4.181818181818182,0.14396654831529346,0.397404962248372,0.07102166069208875,0.032666030496423665,0.2820639923168114,0.07287680593101067
82,JG1J5JP7HIRWhjZKebOtYw,Swiss Chalet Rotisserie & Grill,Calgary,,51.097510299999996,-113.9568659,american,2.0,3.5,0.1229661913190139,0.0,0.010074039353023184,0.5534027837568709,0.3088237775370304,0.004733208034061501
83,J_LJdgBvq5_KtnjveOeN-Q,Swiss Chalet Rotisserie & Grill,Calgary,,51.019123,-114.169895,american,2.0,2.5,0.35642713485194716,0.08095401625626436,0.0710230889644238,0.019783137878022567,0.3149608934900404,0.15685172855930157
84,JkcuMDl1JJpJzlJd1R3SEg,O Restaurant & Lounge,Calgary,,51.024104799999996,-114.10796709999998,american,3.0,3.0,0.14220161437142373,0.17415542928799746,0.14749618794440647,0.10363329243805752,0.27868810457589993,0.1538253713822149
85,JmO7QtJ142GbDkBPwVZ_bQ,Swigs Pub & Grill,Calgary,,50.95361810000001,-114.1301892,american,1.0,3.0,0.08305837429734547,0.2564592245275844,0.1333737317686449,0.0069697327384829425,0.10941770417664706,0.4107212324912952
86,K-7S3DV3XkEMtT86sYIIdQ,V Calgary Downtown Bankers Hall,Calgary,,51.044909999999994,-114.06925590000002,american,2.0,3.7777777777777777,0.15923431406647498,0.20882438020012525,0.1297173709140013,0.18780551032578144,0.22804034705805026,0.08637807743556675
87,KLDmm3Jv5pHEatbLPo-t5w,Border Crossing,Calgary,,51.0371575,-113.9812337,american,,3.0,0.09788741225863538,0.1344339842416611,0.0015811457998133858,0.08059314744846312,0.5171811348724469,0.16832317537898012
