address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
832 Dundas Street W,True,True,,,False,,False,False,False,True,True,True,False,True,oJSa5HCiZXKLXxggQmecEQ,"Tapas/Small Plates, Italian, Restaurants",Toronto,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-22:0,43.651712200000006,-79.40949930000001,Campagnolo,Little Italy,M6J 1V3,202,4.0,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,12.0,13.0,177.0
3353 Yonge Street,False,True,True,False,False,True,False,False,False,True,True,True,True,True,mRrgBIT8vsYdI3YSfzCQhg,"Food, Nightlife, Restaurants, Brasseries, Bars, French, Italian, Coffee & Tea, Canadian (New), Comfort Food",Toronto,17:0-22:0,17:0-22:0,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.7314893,-79.4036005,The Monkey Bar,,M4N 2M6,34,4.0,ON,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,,0.0,5.0,,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,5.0,3.0,26.0
633 King Street W,True,True,,,False,True,False,False,False,True,True,True,True,,2i0dDzxLuQQAwzxDZVR-1g,"Italian, Nightlife, Restaurants, Bakeries, Coffee & Tea, Bars, Food",Toronto,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-23:0,43.6439175,-79.4016289,Oretta,,M5V 1M5,126,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,4 days 09:00:00.000000000,5.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,9.0,11.0,106.0
1317 St Clair Avenue West,True,True,True,,True,,False,False,False,True,True,True,True,False,UpmAfOoh6WTF9g6AH-6ofA,"Restaurants, Italian",Toronto,18:0-23:0,,18:0-23:0,,18:0-23:0,18:0-23:0,18:0-23:0,43.67641029999999,-79.4487979,La Bruschetta Restaurant,Corso Italia,M6E 1C2,29,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,2.0,2.0,25.0
522 King Street W,True,True,False,False,False,True,False,True,False,True,True,True,True,True,oKZPgeCOxnVSxudYcn1OtQ,"Italian, Wine Bars, Restaurants, Bars, Nightlife, Food",Toronto,11:30-2:0,11:30-0:0,11:30-2:0,11:30-0:0,11:30-2:0,11:30-0:0,11:30-0:0,43.645081700000006,-79.3974485,Cibo Wine Bar,,M5V 1L7,270,3.5,ON,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,3 days 21:30:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,37.0,36.0,197.0
45 Colborne Street,False,True,False,,False,,False,False,False,True,True,True,True,False,UWupVhvb1qWZh8rNowJliQ,"Canadian (New), French, Restaurants, Italian",Toronto,11:30-23:0,11:30-23:0,17:0-23:0,,11:30-23:0,11:30-23:0,11:30-23:0,43.6489963,-79.37503240000001,Woods Restaurant & Bar,St. Lawrence,M5E 1E3,68,4.0,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,5.0,1.0,62.0
2150 Yonge Street,True,True,,,False,,False,False,False,True,True,True,,True,XH2TZmZt6gzHHpjqk8C6pg,"Italian, Restaurants",Toronto,17:30-22:0,17:30-22:0,17:30-22:0,17:0-21:30,17:30-22:0,17:30-22:0,17:30-22:0,43.7037349,-79.3979305,Zucca Trattoria,Mount Pleasant and Davisville,M4S 2A8,44,3.5,ON,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 07:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,4.0,4.0,36.0
319 King Street W,False,True,,,False,,False,True,False,True,True,True,True,False,WoXBfzGHcL3x6ME-X06qhA,"Italian, Restaurants",Toronto,11:30-22:0,11:30-22:0,17:0-22:0,,11:30-22:0,11:30-22:0,11:30-22:0,43.646092700000004,-79.39079129999999,La Fenice,Entertainment District,M5V 1J5,39,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,5.0,2.0,32.0
3239 Yonge Street,True,True,,,True,,False,True,True,True,True,True,True,True,cDz_5MwEZV1LIkJiIFDpoQ,"Restaurants, Italian, Pizza",Toronto,11:0-23:0,,12:0-0:0,12:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,43.7288719,-79.40284190000001,Trio Ristorante and Pizzeria,,M4N 2T5,33,3.5,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6.0,1.0,26.0
1710 Queen Street W,True,True,True,False,False,False,False,False,False,False,True,True,False,False,sHnN3JliwVWvGX76Odmlbw,"Italian, Nightlife, Wine Bars, Restaurants, Canadian (New), American (New), Bars",Toronto,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-23:0,18:0-22:0,18:0-22:0,43.6389877,-79.44512850000001,Local Kitchen & Winebar,Parkdale,M6N,66,4.0,ON,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,1 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,3.0,5.0,58.0
3827 Bathurst Street,True,True,True,,True,,False,False,False,True,True,True,True,,aY0Y058p2_iWxMAZron2mg,"Italian, Restaurants",Toronto,17:30-23:0,17:30-21:30,17:30-23:30,17:30-21:30,17:30-23:0,17:30-22:0,17:30-22:0,43.7397281,-79.4342103,Paese,,M3H 3N1,48,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1 days 10:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,4.0,4.0,40.0
120 Avenue Road,True,True,True,,False,,False,False,False,True,True,True,False,,u71djaZjecGVU1MqMevQ4g,"Italian, Restaurants",Toronto,12:0-15:0,17:0-23:0,12:0-15:0,17:0-23:0,12:0-15:0,17:0-23:0,17:0-23:0,43.673731700000005,-79.396524,Ristorante Sotto Sotto,The Annex,M5R 2H4,70,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1 days 09:00:00.000000000,0.0,3.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,12.0,3.0,55.0
1288 Dundas St W,True,True,False,,False,,False,True,False,True,True,True,True,False,3glVZZh_vyZH1VvPU0307A,"Restaurants, Italian",Toronto,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.649582200000005,-79.4256294,Enoteca Sociale,Little Portugal,M6J 1X7,272,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 18:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,16.0,12.0,244.0
595 College Street,True,True,,,False,False,True,True,True,True,True,True,True,,va7QuRicUp1Klt5dyCR7mg,"Italian, Bars, Restaurants, Wine Bars, Nightlife",Toronto,17:0-2:0,17:0-0:0,17:0-2:0,10:0-2:0,17:0-2:0,17:0-0:0,17:0-2:0,43.6550285,-79.41371009999999,Sotto Voce Wine & Pasta Bar,Little Italy,M6G 1B2,25,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2 days 18:00:00.000000000,0.0,5.0,2.0,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,4.0,2.0,19.0
25 Bellair Street,True,True,True,,True,,True,True,False,True,True,True,True,False,8ZaaUqIp_h__jUIoPfuVKA,"Italian, Restaurants",Toronto,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,43.670751700000004,-79.390998,Vaticano,Yorkville,M5R 3L3,48,3.5,ON,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,3 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,9.0,3.0,36.0
106 Front St E,True,True,True,,True,,True,True,False,True,True,True,True,True,kpZ2vPjkHfee4pCLC05tfg,"Restaurants, Food, Italian, Desserts, Pizza",Toronto,11:0-23:0,17:0-23:0,11:0-23:0,11:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6498422,-79.37036540000001,Paganelli's,St. Lawrence,M5A 1E1,55,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,2 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,10.0,5.0,40.0
2277 Bloor Street W,True,True,False,,True,,False,True,True,True,True,True,True,True,FYWbBFMAoIKuQlbUcBa9Zw,"Gluten-Free, Italian, Vegetarian, Restaurants",Toronto,11:30-22:30,11:30-21:0,10:30-22:30,10:30-21:0,11:30-22:0,11:30-21:0,11:30-21:0,43.650636299999995,-79.4786412,Villa Restaurant,Bloor-West Village,M6S 1P1,37,3.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 00:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,6.0,5.0,26.0
587 King Street W,,True,True,,False,,True,True,False,True,True,True,True,True,Ehl4wwFZnB6WhiHt-0tIwA,"Canadian (New), Restaurants, Italian, American (New)",Toronto,,,,,,,,43.6443463865,-79.40018612729999,Kiwe Kitchen,,M5V 1M5,21,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,4.0,4.0,13.0
797 College Street,,True,,,False,,False,False,False,True,True,True,True,True,7zuWSun5F8Jv2N_IFD_ERg,"Restaurants, Italian",Toronto,17:0-23:0,,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6547102687,-79.4208085465,Grappa Ristorante,Bickford Park,M6G 1C7,9,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,2.0,,7.0
364 Adelaide Street W,True,True,,,False,False,False,False,False,True,True,True,False,True,C16ogi6ASv-sQW3SGScmNQ,"Bars, Italian, Beer Bar, Nightlife, Restaurants, Wine Bars",Toronto,17:0-22:0,17:0-22:0,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.647398100000004,-79.39392690000001,Tutti Matti Restaurant,Entertainment District,M5V 1R7,76,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,11.0,8.0,57.0
1393 Lawrence Avenue W,,True,True,,True,,False,False,True,False,False,False,True,,Xq9SvfRq_PBr8ma6vwh_Mw,"Italian, Restaurants, Pizza, Chicken Wings",Toronto,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-2:0,43.7084148,-79.47588420000001,Pizza Pizza,,M6L 1A4,4,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,2.0,1.0,1.0
875 Queen Street W,True,True,False,,False,,False,True,False,True,True,True,False,True,ZS3l1Q7InA5h4R8nMcFRwg,"Italian, Restaurants",Toronto,11:30-14:30,18:0-23:0,11:30-14:30,17:0-22:0,11:30-14:30,17:0-23:0,17:0-23:0,43.6455613,-79.4113521,Noce Restaurant,Niagara,M6J 1G5,48,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 07:00:00.000000000,0.0,3.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,4.0,5.0,39.0
1220 Queen Street E,True,True,False,,False,,False,False,False,True,True,True,False,True,3qTSOuJ-ZyU1L7o62KHSIg,"Italian, Tapas/Small Plates, Restaurants, Hot Dogs",Toronto,18:0-23:0,18:0-23:0,18:0-23:0,,18:0-23:0,18:0-23:0,18:0-23:0,43.6633353362,-79.3304189287,Gio Rana's Really Really Nice Restaurant,Leslieville,M4M 1L7,176,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,9.0,9.0,158.0
12 Amelia Street,True,True,,,True,,False,True,False,True,True,True,True,,MLQeuiL9rqOq_rDKGEcU0A,"Pizza, Italian, Restaurants",Toronto,17:0-23:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6674629,-79.36859399999999,F'Amelia,Cabbagetown,M4X 1E1,96,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 17:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,5.0,8.0,83.0
55 Mill Street,True,True,False,True,False,True,False,True,False,True,True,True,False,True,9UX9_Vec2gxrrHvBjdzXgQ,"Italian, Restaurants, Nightlife, Canadian (New), Wine Bars, Bars",Toronto,12:0-0:0,12:0-22:0,17:0-0:0,17:0-22:0,12:0-0:0,12:0-22:0,12:0-22:0,43.6497181,-79.3593,Tappo Wine Bar & Restaurant,Distillery District,M5A 3C4,89,3.0,ON,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2 days 18:00:00.000000000,0.0,5.0,2.0,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,13.0,10.0,66.0
19 Mercer Street,True,True,True,,False,,False,False,False,True,True,True,True,False,oMcKvfNGX2HleFxYg1VGqg,"Italian, Restaurants",Toronto,17:0-3:0,,17:0-3:0,,17:0-23:30,17:0-23:30,17:0-23:30,43.6456871,-79.39049320000001,Buonanotte,Entertainment District,M5V 1H2,67,2.0,ON,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,20.0,11.0,37.0
243 King Street E,False,,True,,False,,False,False,False,True,True,True,True,,oE1EuKY2GmpfIiSGy3YmGw,"Pizza, Seafood, Italian, Restaurants",Toronto,17:0-0:0,17:0-23:0,17:0-0:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.651141700000004,-79.36847009999998,Ardo Restaurant,Corktown,M5A 1J9,64,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 20:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,11.0,7.0,46.0
17 Yorkville Ave,True,,False,True,False,False,False,False,False,True,True,True,False,,CNPnbJlMmCx08geOvDmH7A,"Bars, Lounges, Italian, Restaurants, Nightlife",Toronto,17:30-1:0,17:30-23:30,17:30-1:0,17:0-23:0,17:30-0:0,17:30-23:30,17:30-23:30,43.6716078105,-79.3884385005,Blu restaurante,Yorkville,M4W,107,4.0,ON,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1 days 21:30:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,8.0,5.0,94.0
25 York Street,True,True,False,,False,,False,True,False,True,True,True,False,,2-0Z3UeQZ_Mx98m8Dv3oeQ,"Italian, Restaurants",Toronto,11:30-22:0,11:30-22:0,17:0-22:0,,11:30-22:0,11:30-22:0,11:30-22:0,43.64341689689999,-79.3805038909,Aria Ristorante,,M5J,71,3.0,ON,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,20.0,12.0,39.0
3047 Dundas Street W,True,True,,False,False,False,False,False,False,True,True,True,False,,LOEZ8zDGly7s-laA1OBIEw,"Nightlife, Italian, Bars, Wine Bars, Restaurants",Toronto,,,,,,,,43.6654815,-79.4709996,Bricco Wine Bar,The Junction,M6P,48,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,6.0,6.0,36.0
640 College Street,True,True,,,False,,True,True,False,True,True,True,True,True,-b-waFIsc6BJdXWOJMRKEQ,"Restaurants, Italian",Toronto,17:0-0:0,,17:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,43.655076405699994,-79.4154641032,Marinellas Italian Restaurant,Bickford Park,M5V 2E8,114,4.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,3.0,6.0,105.0
100 King Street W,True,True,False,,False,,False,True,False,True,True,True,True,True,By2DQwaG2EiOxsuHnS8FoA,"Italian, American (New), Restaurants",Toronto,11:30-0:0,11:30-0:0,,,11:30-0:0,11:30-0:0,11:30-0:0,43.648636200000006,-79.3817439,Vertical Restaurant & Bar,Financial District,M5X 1E1,33,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,3.0,4.0,26.0
577 College Street,True,True,False,,False,,False,True,False,True,True,True,False,False,TLMysu1mWiLEslCBon5W1g,"Restaurants, Italian, Canadian (New), Modern European",Toronto,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,43.6552003,-79.4130828,Sidecar,Little Italy,M6G 1B2,222,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2 days 15:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,12.0,15.0,195.0
585 College Street,,,,,True,,,,False,True,True,,False,,_MOZSg1ajEvkubHXM3aDFg,"Italian, Tapas/Small Plates, Nightlife, Restaurants, Bars, Wine Bars",Toronto,17:30-23:0,17:30-22:0,17:0-23:0,17:0-22:0,17:30-23:0,17:30-22:0,17:30-22:0,43.6551659159,-79.413312301,Il Covo,Little Italy,M6G 1B2,18,4.0,ON,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,1 days 11:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,1.0,1.0,16.0
53 Clinton St,,True,,,False,,,True,False,True,True,True,True,False,17YCQTKmq4D5sMMaY1EbqQ,"Restaurants, Italian",Toronto,17:30-23:30,,17:30-23:30,,17:30-23:0,,17:30-23:0,43.6556662,-79.4138811,Olivia's At Fifty-Three,Palmerston,M6G 2Y4,7,4.0,ON,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.0,1.0,5.0
664 The Queensway,False,True,,,True,,False,False,False,True,True,True,True,,9Jn6MJZMz2R6rcszqmXDqg,"Italian, Restaurants",Toronto,17:0-23:0,17:0-23:0,17:0-23:0,,17:0-23:0,17:0-23:0,17:0-23:0,43.62750379999999,-79.4983385,Luci Restaurant,Etobicoke,M8Y 1K6,39,4.0,ON,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,1.0,1.0,36.0
390 Roncesvalles Avenue,,True,,,False,,False,False,False,True,True,True,True,,0txNpCq2YunZSL7jHIiGlA,"Restaurants, Italian, French",Toronto,17:0-22:0,,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.6508821,-79.45084920000001,Lardon Restaurant,Roncesvalles,M6R 2M9,19,4.0,ON,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,,2.0,17.0
